,horse_id,name,bloodline,breed_type,gen,gender,coat,stable_name,class,race_count,placed_pct,win_pct,odds,rank,zed_url,img_url
13,10393,Evolutionist,Buterin,genesis,Z10,Mare,Cosmic Cobalt,⇜ÐΛ℟₭ F҉ Ï℟€ Λ₵℟€Ꮥ⇝,5,31,0.3548387096774194,0.25806451612903225,8.166091954022987,14,https://zed.run/racehorse/10393,https://img.zed.run/horses/2E2D88.svg
14,10896,Ice Flow,Buterin,genesis,Z10,Mare,Chrome Yellow,Avatar,5,163,0.3312883435582822,0.1656441717791411,7.638957915831661,15,https://zed.run/racehorse/10896,https://img.zed.run/horses/FFA700.svg
15,12377,Living Network,Buterin,genesis,Z9,Mare,Eminence,Master Hays,5,16,0.375,0.25,8.669940119760483,16,https://zed.run/racehorse/12377,https://img.zed.run/horses/6C3082.svg
16,15243,Billy Colt,Buterin,legendary,Z13,Colt,Cosmic Cobalt,Jungle Stables,5,64,0.375,0.21875,8.104358974358973,17,https://zed.run/racehorse/15243,https://img.zed.run/horses/2E2D88.svg
17,16441,Chyna,Buterin,cross,Z25,Mare,China Pink,Chesapeake Bay Ranch,5,80,0.375,0.1875,8.126822429906541,18,https://zed.run/racehorse/16441,https://img.zed.run/horses/DE6FA1.svg
18,18075,Mana,Finney,exclusive,Z10,Colt,Air Superiority Blue,Trail Blazer Racing,5,90,0.34444444444444444,0.17777777777777778,9.132637362637363,19,https://zed.run/racehorse/18075,https://img.zed.run/horses/72A0C1.svg
19,11453,Toshiro,Nakamoto,exclusive,Z6,Stallion,Stronghold Ivory,Soul Society,5,88,0.3409090909090909,0.18181818181818182,8.666675461741427,20,https://zed.run/racehorse/11453,https://img.zed.run/horses/CDCDC1.svg
20,16528,omer adam,Buterin,exclusive,Z16,Mare,Fiery Rose,Girthy Horse Racing,5,66,0.3484848484848485,0.19696969696969696,8.434189189189189,21,https://zed.run/racehorse/16528,https://img.zed.run/horses/FF5470.svg
21,7735,Light Force,Nakamoto,elite,Z7,Colt,Deep Taupe,Saxxon and Coxxon Stable,5,16,0.3125,0.25,9.107915966386555,22,https://zed.run/racehorse/7735,https://img.zed.run/horses/7E5E60.svg
22,10284,A Little Bit Dusty,Buterin,genesis,Z10,Mare,Bittersweet Shimmer,Holo Bros Racing,5,19,0.3684210526315789,0.21052631578947367,10.587058823529413,23,https://zed.run/racehorse/10284,https://img.zed.run/horses/BF4F51.svg
23,19156,Psyduck,Buterin,elite,Z27,Colt,Fawn,Catch Me Ridin' Derby,5,150,0.3466666666666667,0.16,8.817044025157236,24,https://zed.run/racehorse/19156,https://img.zed.run/horses/E5AA70.svg
24,11606,Rapid Action,Buterin,genesis,Z10,Mare,Byzantium,Shambala,5,122,0.3114754098360656,0.16393442622950818,8.861433823529405,25,https://zed.run/racehorse/11606,https://img.zed.run/horses/702963.svg
25,7914,Rose Blackpink,Szabo,legendary,Z5,Mare,Misty Rose,Fortunos Stable,5,104,0.28846153846153844,0.19230769230769232,8.332118644067796,26,https://zed.run/racehorse/7914,https://img.zed.run/horses/FFE4E1.svg
26,14119,Mumma Said Knock You Out,Buterin,genesis,Z10,Colt,Chrome Yellow,Zerga Farms,5,201,0.31343283582089554,0.14427860696517414,10.754852320675107,27,https://zed.run/racehorse/14119,https://img.zed.run/horses/FFA700.svg
27,18483,Barbarella,Szabo,elite,Z13,Filly,Coyote Brown,Aloha Racing,5,88,0.4090909090909091,0.13636363636363635,7.990975609756099,28,https://zed.run/racehorse/18483,https://img.zed.run/horses/81613C.svg
28,10009,Two Eye See,Buterin,genesis,Z10,Colt,Cosmic Cobalt,Remy Racing,5,27,0.37037037037037035,0.18518518518518517,7.678311688311687,29,https://zed.run/racehorse/10009,https://img.zed.run/horses/2E2D88.svg
29,5493,Harley Quinn,Buterin,legendary,Z11,Mare,Dark Moss,Top Shelf,5,184,0.30978260869565216,0.10869565217391304,8.52388586956522,30,https://zed.run/racehorse/5493,https://img.zed.run/horses/4A5D23.svg
30,19501,Toph,Buterin,exclusive,Z22,Colt,Sienna,Munch Racing,5,152,0.3157894736842105,0.15789473684210525,9.6836,31,https://zed.run/racehorse/19501,https://img.zed.run/horses/3C1414.svg
31,14019,Pepper Charm,Buterin,genesis,Z10,Colt,Midnight Black,🍻 Dark Horse Stables 🍻,5,289,0.2906574394463668,0.10034602076124567,11.135274151436034,32,https://zed.run/racehorse/14019,https://img.zed.run/horses/000000.svg
32,6672,Ice Queen,Szabo,exclusive,Z12,Mare,Ghost White,⚛ϓϊρɦ₸âçĥ 🏆 Ŕãçϊɳĝ*,5,13,0.3076923076923077,0.23076923076923078,9.052897196261688,33,https://zed.run/racehorse/6672,https://img.zed.run/horses/FFFFFF.svg
33,12844,Full Forward,Buterin,genesis,Z10,Filly,Dark Lava,Tucks & Tails Racing,5,84,0.3333333333333333,0.15476190476190477,7.745567010309276,34,https://zed.run/racehorse/12844,https://img.zed.run/horses/483C32.svg
34,19025,Love me like you do,Szabo,elite,Z15,Colt,Arctic Snow,H# Racing,5,175,0.26285714285714284,0.15428571428571428,9.763764044943821,35,https://zed.run/racehorse/19025,https://img.zed.run/horses/FFFAFA.svg
35,7337,Like The Wind,Finney,legendary,Z14,Stallion,Powder Blue,Cold Brew,5,193,0.30569948186528495,0.12953367875647667,9.35451977401131,36,https://zed.run/racehorse/7337,https://img.zed.run/horses/B0E0E6.svg
36,17433,Ride The Wave,Buterin,legendary,Z19,Filly,Coral Wave,Michael Scott Horse Co.,5,59,0.3389830508474576,0.1694915254237288,9.278051948051951,37,https://zed.run/racehorse/17433,https://img.zed.run/horses/FF7F50.svg
37,16186,Iron child,Nakamoto,cross,Z13,Colt,Burlywood,Megative Stable,5,220,0.2681818181818182,0.10454545454545454,10.10252252252252,38,https://zed.run/racehorse/16186,https://img.zed.run/horses/DEB887.svg
38,14963,Play It Sam,Buterin,genesis,Z10,Mare,Thistle,joeacts,5,25,0.32,0.2,10.103939393939394,39,https://zed.run/racehorse/14963,https://img.zed.run/horses/D8BFD8.svg
39,18571,Raining Water,Szabo,exclusive,Z7,Mare,Caribbean Green,Forever Racing,5,111,0.3063063063063063,0.15315315315315314,8.894913793103449,40,https://zed.run/racehorse/18571,https://img.zed.run/horses/00CC99.svg
40,12325,Power House,Buterin,genesis,Z9,Filly,Egyptian Blue,[ZMU] Shadow Stable,5,64,0.34375,0.140625,8.888488888888894,41,https://zed.run/racehorse/12325,https://img.zed.run/horses/1034A6.svg
41,16979,Must Be The Money,Szabo,exclusive,Z6,Mare,Destiny,stable 89476104,5,126,0.2857142857142857,0.1349206349206349,11.565588235294111,42,https://zed.run/racehorse/16979,https://img.zed.run/horses/872657.svg
42,10674,Keimo's Easter Egg,Buterin,elite,Z18,Filly,Cosmic Latte,Crab Cakes,5,25,0.36,0.16,9.462285714285704,43,https://zed.run/racehorse/10674,https://img.zed.run/horses/FFF8E7.svg
43,15971,Baby Guy,Buterin,legendary,Z11,Colt,Fuzzy Wuzzy,Slow GAS Stables,5,142,0.3028169014084507,0.1267605633802817,9.018581081081075,44,https://zed.run/racehorse/15971,https://img.zed.run/horses/CC6666.svg
44,18072,Manifest Destiny,Buterin,exclusive,Z27,Filly,Cadet Blue,Girthy Horse Racing,5,24,0.2916666666666667,0.20833333333333334,9.683599999999998,45,https://zed.run/racehorse/18072,https://img.zed.run/horses/5F9EA0.svg
45,17063,Gemma II,Buterin,legendary,Z19,Filly,Buff Gold,🌴 Cali's Finest 🌴,5,95,0.30526315789473685,0.16842105263157894,8.477070707070705,46,https://zed.run/racehorse/17063,https://img.zed.run/horses/F0DC82.svg
46,17039,Baskin Robbins,Buterin,elite,Z31,Mare,Cerulean Frost,Michael Scott Horse Co.,5,88,0.3181818181818182,0.13636363636363635,9.65144329896907,47,https://zed.run/racehorse/17039,https://img.zed.run/horses/6D9BC3.svg
47,14322,Wrecker,Buterin,genesis,Z9,Filly,Cosmic Latte,🌿High Horse Stables🌿,5,14,0.2857142857142857,0.21428571428571427,10.349565217391303,48,https://zed.run/racehorse/14322,https://img.zed.run/horses/FFF8E7.svg
48,4125,French Legend,Buterin,genesis,Z9,Colt,Buff Gold,Forever Racing,5,67,0.29850746268656714,0.16417910447761194,8.400769230769228,49,https://zed.run/racehorse/4125,https://img.zed.run/horses/F0DC82.svg
49,16427,Razorback,Buterin,legendary,Z20,Colt,Firebrick,WPS,5,140,0.29285714285714287,0.12142857142857143,9.591217948717945,50,https://zed.run/racehorse/16427,https://img.zed.run/horses/B22222.svg
50,15571,Lucky 72,Buterin,legendary,Z11,Filly,Caribbean Green,stable 63044691,5,71,0.30985915492957744,0.16901408450704225,7.975294117647053,51,https://zed.run/racehorse/15571,https://img.zed.run/horses/00CC99.svg
51,19285,Finney Vidi Vici,Finney,exclusive,Z24,Colt,Chartreuse,Tr0nderosa,5,39,0.3076923076923077,0.1794871794871795,10.063500000000001,52,https://zed.run/racehorse/19285,https://img.zed.run/horses/7FFF00.svg
52,16476,Argo,Buterin,legendary,Z11,Filly,Buff Gold,Henry's Horses,5,157,0.31210191082802546,0.12738853503184713,9.935580110497236,53,https://zed.run/racehorse/16476,https://img.zed.run/horses/F0DC82.svg
53,15403,Blue Powder,Buterin,legendary,Z13,Colt,Powder Blue,Valkyrie Racing,5,14,0.2857142857142857,0.21428571428571427,10.990000000000002,54,https://zed.run/racehorse/15403,https://img.zed.run/horses/B0E0E6.svg
54,18207,Pistol Patty,Buterin,legendary,Z15,Filly,Antique Brass,FleaBiscuit Farms,5,74,0.32432432432432434,0.14864864864864866,9.223417721518986,55,https://zed.run/racehorse/18207,https://img.zed.run/horses/CD9575.svg
55,10621,Nero Emperor,Buterin,genesis,Z10,Stallion,Cotton Candy,Blacklist,5,146,0.2945205479452055,0.11643835616438356,9.788350398179741,56,https://zed.run/racehorse/10621,https://img.zed.run/horses/FFBCD9.svg
56,19599,Manhattan,Finney,exclusive,Z18,Colt,Firebrick,Puffer Racing,5,88,0.32954545454545453,0.13636363636363635,9.768617021276595,57,https://zed.run/racehorse/19599,https://img.zed.run/horses/B22222.svg
57,16730,Simba,Nakamoto,cross,Z12,Mare,Buff Gold,Wishbone Ranch,5,56,0.2857142857142857,0.16071428571428573,12.348333333333336,58,https://zed.run/racehorse/16730,https://img.zed.run/horses/F0DC82.svg
58,19235,Rutherford the Brave,Buterin,exclusive,Z19,Colt,Feldgrau,Prussia Stables,5,142,0.28169014084507044,0.1267605633802817,10.51335570469799,59,https://zed.run/racehorse/19235,https://img.zed.run/horses/4D5D53.svg
59,11660,Sound Reflection,Buterin,genesis,Z10,Colt,Colombo Spice,Morning Dew Stables,5,59,0.3389830508474576,0.13559322033898305,9.068609756097558,60,https://zed.run/racehorse/11660,https://img.zed.run/horses/FF3800.svg
60,19513,Wappa,Szabo,exclusive,Z10,Colt,Cinnabar,🌿High Horse Stables🌿,5,91,0.2857142857142857,0.13186813186813187,10.401041666666663,61,https://zed.run/racehorse/19513,https://img.zed.run/horses/E34234.svg
61,12872,Fly Solo,Buterin,genesis,Z9,Colt,Oval Orchid,Shadowmere Stables,5,81,0.30864197530864196,0.13580246913580246,9.418085106382977,62,https://zed.run/racehorse/12872,https://img.zed.run/horses/DA70D6.svg
62,15763,Gordon Gekko,Szabo,elite,Z16,Mare,Dark Moss,Snow Crash,5,127,0.2755905511811024,0.14173228346456693,10.331751824817518,63,https://zed.run/racehorse/15763,https://img.zed.run/horses/4A5D23.svg
63,15192,Just Asking,Buterin,genesis,Z10,Mare,China Rose,Blackout,5,43,0.37209302325581395,0.11627906976744186,12.755909090909093,64,https://zed.run/racehorse/15192,https://img.zed.run/horses/A8516E.svg
64,17045,Freefire,Finney,legendary,Z13,Colt,Misty Rose,Freebird Stables,5,52,0.3269230769230769,0.15384615384615385,7.97918032786885,65,https://zed.run/racehorse/17045,https://img.zed.run/horses/FFE4E1.svg
65,10323,Royal Diamond,Buterin,genesis,Z10,Filly,Antique White,Shady Lane Stables,5,140,0.2785714285714286,0.1357142857142857,7.843563636363638,66,https://zed.run/racehorse/10323,https://img.zed.run/horses/FAEBD7.svg
66,18919,Mane Event,Buterin,elite,Z22,Colt,Caribbean Green,Boaty McBoatFace Racing,5,70,0.2714285714285714,0.17142857142857143,7.592555555555556,67,https://zed.run/racehorse/18919,https://img.zed.run/horses/00CC99.svg
67,18204,Cancel Culture,Finney,elite,Z25,Filly,Desert Sand,Michael Scott Horse Co.,5,104,0.3173076923076923,0.125,9.701367521367517,68,https://zed.run/racehorse/18204,https://img.zed.run/horses/EDC9AF.svg
68,13166,Big Windmill,Buterin,genesis,Z10,Stallion,Cosmic Latte,KaboomCards,5,127,0.30708661417322836,0.10236220472440945,10.406460176991153,69,https://zed.run/racehorse/13166,https://img.zed.run/horses/FFF8E7.svg
69,18700,The White Walker,Buterin,legendary,Z18,Stallion,Antique White,Zombie Racing ~☠️~,5,49,0.32653061224489793,0.14285714285714285,10.328245614035087,70,https://zed.run/racehorse/18700,https://img.zed.run/horses/FAEBD7.svg
70,10281,Typhon Breeze,Buterin,genesis,Z10,Mare,Café Au Lait,The Ones,5,88,0.3068181818181818,0.13636363636363635,8.46911111111111,71,https://zed.run/racehorse/10281,https://img.zed.run/horses/A67B5B.svg
71,15668,Inspectah Deck,Finney,elite,Z11,Colt,Arylide Yellow,Racey Race Racing,5,78,0.2948717948717949,0.1282051282051282,15.126117647058829,72,https://zed.run/racehorse/15668,https://img.zed.run/horses/E9D66B.svg
72,16268,Julie Taylor,Buterin,elite,Z22,Mare,Air Superiority Blue,Hall of Fame Racing,5,97,0.29896907216494845,0.13402061855670103,9.444653465346535,73,https://zed.run/racehorse/16268,https://img.zed.run/horses/72A0C1.svg
73,18129,Burly Sanders,Buterin,cross,Z26,Colt,Burlywood,EZ Clap Farms,5,12,0.3333333333333333,0.16666666666666666,14.772,74,https://zed.run/racehorse/18129,https://img.zed.run/horses/DEB887.svg
74,19221,Memer,Buterin,cross,Z41,Colt,Misty Rose,The Forge,5,20,0.25,0.2,12.936521739130436,75,https://zed.run/racehorse/19221,https://img.zed.run/horses/FFE4E1.svg
75,17213,Dear Theodosia,Nakamoto,cross,Z17,Mare,Chartreuse,Chartreuse Dreams,5,59,0.288135593220339,0.15254237288135594,9.142173913043479,76,https://zed.run/racehorse/17213,https://img.zed.run/horses/7FFF00.svg
76,19200,Light weight,Buterin,cross,Z25,Mare,Desert Sand,❄️Triple AAA Snow,5,172,0.27906976744186046,0.11046511627906977,11.408686868686871,77,https://zed.run/racehorse/19200,https://img.zed.run/horses/EDC9AF.svg
77,14998,Nice Shoes,Buterin,genesis,Z10,Filly,Caribbean Green,stable 63044691,5,25,0.28,0.16,8.928387096774193,78,https://zed.run/racehorse/14998,https://img.zed.run/horses/00CC99.svg
78,4961,Most Peculiar,Buterin,genesis,Z10,Stallion,Chartreuse,Ladywell Stud,5,58,0.27586206896551724,0.15517241379310345,8.245862068965515,79,https://zed.run/racehorse/4961,https://img.zed.run/horses/7FFF00.svg
79,15021,Ribbon Of Gold,Finney,genesis,Z7,Mare,Byzantine,BITLITEJP,5,67,0.31343283582089554,0.1044776119402985,8.255882352941175,80,https://zed.run/racehorse/15021,https://img.zed.run/horses/BD33A4.svg
80,15742,Water Boy,Buterin,elite,Z26,Colt,Bondi Blue,Boston Stables,5,92,0.32608695652173914,0.10869565217391304,8.88172043010753,81,https://zed.run/racehorse/15742,https://img.zed.run/horses/0095B6.svg
81,15977,Banner,Buterin,exclusive,Z18,Filly,Cotton Candy,Tranquility Ranch,5,58,0.29310344827586204,0.15517241379310345,12.330307692307686,82,https://zed.run/racehorse/15977,https://img.zed.run/horses/FFBCD9.svg
82,10686,Balenciaga,Szabo,exclusive,Z10,Mare,Arctic Snow,Crab Cakes,5,31,0.3548387096774194,0.12903225806451613,9.62724867724868,83,https://zed.run/racehorse/10686,https://img.zed.run/horses/FFFAFA.svg
83,14680,Maple Syrup,Buterin,genesis,Z9,Mare,Electric Violet,securethedub,5,159,0.2578616352201258,0.11320754716981132,10.796959064327485,84,https://zed.run/racehorse/14680,https://img.zed.run/horses/8F00FF.svg
84,17406,NFT GOD,Buterin,legendary,Z18,Filly,Eminence,Limited Edition (DTB),5,74,0.2702702702702703,0.14864864864864866,9.818181818181817,85,https://zed.run/racehorse/17406,https://img.zed.run/horses/6C3082.svg
85,17352,Claudia Augusta,Buterin,legendary,Z18,Filly,Amethyst,Ladywell Stud,5,34,0.29411764705882354,0.14705882352941177,9.916666666666664,86,https://zed.run/racehorse/17352,https://img.zed.run/horses/9966CC.svg
86,15248,Red Rover,Finney,exclusive,Z15,Colt,English Vermillion,Hurricam's Horses,5,67,0.3283582089552239,0.08955223880597014,10.437083333333335,87,https://zed.run/racehorse/15248,https://img.zed.run/horses/CC474B.svg
87,15358,Style For Miles,Buterin,legendary,Z16,Mare,Absolute Zero,NFT_Collective Racing,5,11,0.45454545454545453,0.09090909090909091,11.044705882352941,88,https://zed.run/racehorse/15358,https://img.zed.run/horses/0048BA.svg
88,16472,Jolie,Buterin,legendary,Z13,Filly,Fuzzy Wuzzy,dothedrew,5,23,0.34782608695652173,0.13043478260869565,9.435185185185185,89,https://zed.run/racehorse/16472,https://img.zed.run/horses/CC6666.svg
89,15340,Vicky Rox,Buterin,legendary,Z13,Filly,Fiery Rose,ABrocc Stables,5,111,0.26126126126126126,0.11711711711711711,10.640399999999998,90,https://zed.run/racehorse/15340,https://img.zed.run/horses/FF5470.svg
90,14220,Clear Day,Buterin,genesis,Z9,Colt,Fiery Rose,🐎SeaBiscuit|Caballos🐎,5,25,0.28,0.16,8.3862962962963,91,https://zed.run/racehorse/14220,https://img.zed.run/horses/FF5470.svg
91,6162,Silver Bolt,Buterin,elite,Z23,Stallion,Alabaster,KOLD STABLE,5,27,0.37037037037037035,0.1111111111111111,11.571785714285713,92,https://zed.run/racehorse/6162,https://img.zed.run/horses/F2F0E6.svg
92,15854,That's Cool,Buterin,legendary,Z18,Filly,Pale Violet,Four Legs,5,13,0.3076923076923077,0.15384615384615385,11.022142857142855,93,https://zed.run/racehorse/15854,https://img.zed.run/horses/DB7093.svg
93,9209,ApeX DeFender,Nakamoto,pacer,Z19,Mare,Cinereous,⚛ϓϊρɦ₸âçĥ 🏆 Ŕãçϊɳĝ*,5,13,0.46153846153846156,0.07692307692307693,15.524285714285718,94,https://zed.run/racehorse/9209,https://img.zed.run/horses/98817B.svg
94,15780,Flea Flicker,Buterin,cross,Z24,Filly,Mystic Maroon,Triple Bogey Ranch,5,32,0.4375,0.0625,10.01727272727273,95,https://zed.run/racehorse/15780,https://img.zed.run/horses/B03060.svg
95,9546,Fatboy Slim,Nakamoto,exclusive,Z6,Colt,Burnt Sienna,MMAGuru,5,18,0.2777777777777778,0.16666666666666666,11.245555555555553,96,https://zed.run/racehorse/9546,https://img.zed.run/horses/E97451.svg
96,16993,Nightcrawler,Buterin,legendary,Z20,Stallion,Absolute Zero,Financially UnStable,5,28,0.42857142857142855,0.07142857142857142,11.926562500000001,97,https://zed.run/racehorse/16993,https://img.zed.run/horses/0048BA.svg
97,5893,Holy Sign,Buterin,genesis,Z10,Mare,Hairy Canary,Krhft Trading Co,5,28,0.35714285714285715,0.10714285714285714,13.428918918918919,98,https://zed.run/racehorse/5893,https://img.zed.run/horses/FFFF99.svg
98,17467,Wolfe Spawn,Finney,legendary,Z12,Colt,Cyclamen,Florida Livin’,5,52,0.2692307692307692,0.1346153846153846,11.459811320754714,99,https://zed.run/racehorse/17467,https://img.zed.run/horses/F56FA1.svg
99,15808,Luke Horsewalker,Finney,legendary,Z10,Filly,Royal Blue,GameBred Racing,5,211,0.26066350710900477,0.08530805687203792,10.972805429864264,100,https://zed.run/racehorse/15808,https://img.zed.run/horses/4169E1.svg
100,16032,Charlottetown Cheetah,Buterin,elite,Z25,Stallion,Azure Mist,Centennial,5,70,0.2857142857142857,0.11428571428571428,11.471216216216215,101,https://zed.run/racehorse/16032,https://img.zed.run/horses/F0FFFF.svg
101,16646,Kim Jong-Un,Finney,elite,Z27,Colt,Burlywood,UnStable Brothers Racing,5,169,0.2958579881656805,0.09467455621301775,12.380759999999995,102,https://zed.run/racehorse/16646,https://img.zed.run/horses/DEB887.svg
102,15084,Sovereign Wealth,Buterin,genesis,Z9,Colt,Cinereous,Ferrari Stables,5,30,0.3,0.13333333333333333,9.596857142857147,103,https://zed.run/racehorse/15084,https://img.zed.run/horses/98817B.svg
103,16417,BoJack,Buterin,legendary,Z11,Colt,Stronghold Ivory,Doofy Racing,5,17,0.35294117647058826,0.11764705882352941,11.248333333333333,104,https://zed.run/racehorse/16417,https://img.zed.run/horses/CDCDC1.svg
104,17431,Kong,Buterin,legendary,Z19,Filly,Burlywood,GY1,5,127,0.25984251968503935,0.11023622047244094,9.661015625,105,https://zed.run/racehorse/17431,https://img.zed.run/horses/DEB887.svg
105,17398,Super Scoop,Buterin,exclusive,Z36,Colt,Banana Mania,Valar Stables,5,19,0.3684210526315789,0.10526315789473684,14.185238095238097,106,https://zed.run/racehorse/17398,https://img.zed.run/horses/FAE7B5.svg
106,16948,Z List Celebrity,Buterin,exclusive,Z14,Colt,Burnt Umber,pENEtrate,5,45,0.3111111111111111,0.1111111111111111,10.178936170212765,107,https://zed.run/racehorse/16948,https://img.zed.run/horses/8A3324.svg
107,17823,DaBaby,Buterin,cross,Z23,Colt,Dark Moss,Step Stable,5,41,0.3170731707317073,0.12195121951219512,11.447291666666665,108,https://zed.run/racehorse/17823,https://img.zed.run/horses/4A5D23.svg
108,17572,Think Again,Finney,elite,Z15,Filly,Burnt Sienna,Churchhill Price Farms,5,101,0.24752475247524752,0.12871287128712872,11.362745098039218,109,https://zed.run/racehorse/17572,https://img.zed.run/horses/E97451.svg
109,17742,Cruel Intentions,Szabo,elite,Z18,Colt,Fiery Rose,Kinfolk Stables,5,130,0.2846153846153846,0.09230769230769231,12.049185185185186,110,https://zed.run/racehorse/17742,https://img.zed.run/horses/FF5470.svg
110,19604,Colt McCoy,Nakamoto,cross,Z18,Colt,Slate Gray,Kodama Stables,5,111,0.2882882882882883,0.0990990990990991,9.876280991735538,111,https://zed.run/racehorse/19604,https://img.zed.run/horses/708090.svg
111,19430,Lady Stoneheart,Nakamoto,exclusive,Z7,Filly,English Vermillion,Prussia Stables,5,118,0.2711864406779661,0.11016949152542373,12.180694444444448,112,https://zed.run/racehorse/19430,https://img.zed.run/horses/CC474B.svg
112,11262,Brain Activity,Buterin,genesis,Z9,Filly,Flex,Joseph's Fear,5,39,0.2564102564102564,0.15384615384615385,10.180000000000005,113,https://zed.run/racehorse/11262,https://img.zed.run/horses/EEDC82.svg
113,15320,Scarlet,Nakamoto,cross,Z9,Mare,Big Dip O’Ruby,Stone Cold Stables,5,108,0.2777777777777778,0.12037037037037036,10.413661971830981,114,https://zed.run/racehorse/15320,https://img.zed.run/horses/9C2542.svg
114,15677,Ava Lanche,Buterin,legendary,Z15,Mare,Rosy Brown,Old Bloke Racing,5,52,0.28846153846153844,0.11538461538461539,9.349811320754716,115,https://zed.run/racehorse/15677,https://img.zed.run/horses/BC8F8F.svg
115,12480,Affordable,Buterin,genesis,Z10,Mare,English Vermillion,Canyon Sunrise,5,33,0.24242424242424243,0.15151515151515152,11.389230769230767,116,https://zed.run/racehorse/12480,https://img.zed.run/horses/CC474B.svg
116,16194,Gun Smoke,Buterin,legendary,Z15,Filly,Dartmouth Green,Chicken Joe's Horse Show,5,79,0.31645569620253167,0.0759493670886076,10.247499999999999,117,https://zed.run/racehorse/16194,https://img.zed.run/horses/00703C.svg
117,15266,Blue Meth,Buterin,exclusive,Z11,Mare,Bright Cerulean,Dukes of Stable,5,40,0.325,0.1,9.893181818181816,118,https://zed.run/racehorse/15266,https://img.zed.run/horses/1DACD6.svg
118,11255,All In Favour,Buterin,genesis,Z10,Colt,Dartmouth Green,Exotics Ranch,5,35,0.2571428571428571,0.14285714285714285,7.950223642172527,119,https://zed.run/racehorse/11255,https://img.zed.run/horses/00703C.svg
119,19437,Intrigued,Buterin,legendary,Z16,Filly,Cinnabar,Dukes of Stable,5,18,0.3333333333333333,0.1111111111111111,11.377222222222223,120,https://zed.run/racehorse/19437,https://img.zed.run/horses/E34234.svg
120,16817,The Implication,Szabo,exclusive,Z10,Stallion,Royal Blue,stable 28653556,5,14,0.42857142857142855,0.07142857142857142,11.415624999999997,121,https://zed.run/racehorse/16817,https://img.zed.run/horses/4169E1.svg
121,17469,Freak In The Sheets,Buterin,exclusive,Z14,Filly,Slate Gray,🐎SeaBiscuit|Breeding🐎,5,12,0.25,0.16666666666666666,14.112307692307693,122,https://zed.run/racehorse/17469,https://img.zed.run/horses/708090.svg
