,horse_id,name,bloodline,breed_type,gen,gender,coat,stable_name,class,race_count,placed_pct,win_pct,odds,rank,zed_url,img_url
12,17493,A Night In China,Finney,exclusive,Z12,Filly,China Rose,The 2BrotheL,4,81,0.4444444444444444,0.18518518518518517,8.058902439024388,13,https://zed.run/racehorse/17493,https://img.zed.run/horses/A8516E.svg
13,6168,Rocky Patel,Buterin,legendary,Z17,Colt,Coral Wave,Pacific Sunset Stables,4,22,0.5,0.22727272727272727,8.2117937219731,14,https://zed.run/racehorse/6168,https://img.zed.run/horses/FF7F50.svg
14,19156,Psyduck,Buterin,elite,Z27,Colt,Fawn,Catch Me Ridin' Derby,4,320,0.353125,0.171875,8.958968253968262,15,https://zed.run/racehorse/19156,https://img.zed.run/horses/E5AA70.svg
15,17694,Yee Yee jr,Buterin,cross,Z39,Colt,Chartreuse,Freedom Racing,4,11,0.45454545454545453,0.2727272727272727,12.99076923076923,16,https://zed.run/racehorse/17694,https://img.zed.run/horses/7FFF00.svg
16,15581,Mister Miyagi,Buterin,legendary,Z11,Stallion,Feldgrau,Catch Me Ridin' Derby,4,10,0.4,0.3,9.953999999999997,17,https://zed.run/racehorse/15581,https://img.zed.run/horses/4D5D53.svg
17,14415,Tiger,Buterin,genesis,Z10,Mare,Burnt Sienna,Catch Me Ridin' Derby,4,349,0.335243553008596,0.11174785100286533,8.926368038740907,18,https://zed.run/racehorse/14415,https://img.zed.run/horses/E97451.svg
18,17755,Luckbox,Buterin,exclusive,Z20,Filly,Celestial Blue,Gamble_Town,4,194,0.3247422680412371,0.19072164948453607,9.967906976744185,19,https://zed.run/racehorse/17755,https://img.zed.run/horses/4997D0.svg
19,15502,Scorpion King,Buterin,legendary,Z17,Colt,Slate Gray,Lotus Racing,4,273,0.31868131868131866,0.17216117216117216,9.03215339233038,20,https://zed.run/racehorse/15502,https://img.zed.run/horses/708090.svg
20,9163,Sky Mercury,Nakamoto,exclusive,Z5,Colt,Sienna,Spiltan,4,56,0.4107142857142857,0.21428571428571427,8.850491071428568,21,https://zed.run/racehorse/9163,https://img.zed.run/horses/3C1414.svg
21,6137,Nightmare,Szabo,exclusive,Z8,Stallion,Egyptian Blue,Quality Breeds,4,139,0.3669064748201439,0.17266187050359713,8.82230769230769,22,https://zed.run/racehorse/6137,https://img.zed.run/horses/1034A6.svg
22,19526,Fire Strike,Buterin,legendary,Z9,Colt,Atomic Tangerine,Danshan,4,233,0.33476394849785407,0.15879828326180256,9.838225806451616,23,https://zed.run/racehorse/19526,https://img.zed.run/horses/FF9966.svg
23,12214,Moving Feast,Buterin,genesis,Z10,Colt,Cosmic Cobalt,Arkle Stable,4,59,0.4406779661016949,0.1864406779661017,8.019428571428572,24,https://zed.run/racehorse/12214,https://img.zed.run/horses/2E2D88.svg
24,9663,Pinkman,Nakamoto,elite,Z7,Colt,Golden Rod,[ZMU] Shadow Stable,4,150,0.32,0.16,7.301059459459455,25,https://zed.run/racehorse/9663,https://img.zed.run/horses/EEE8AA.svg
25,15243,Billy Colt,Buterin,legendary,Z13,Colt,Cosmic Cobalt,Jungle Stables,4,82,0.3780487804878049,0.21951219512195122,8.320416666666665,26,https://zed.run/racehorse/15243,https://img.zed.run/horses/2E2D88.svg
26,8902,Upper Limit,Buterin,genesis,Z10,Stallion,Pale Violet,Oden Thoroughbreds,4,31,0.3870967741935484,0.25806451612903225,8.56568181818182,27,https://zed.run/racehorse/8902,https://img.zed.run/horses/DB7093.svg
27,14817,On The Gas,Buterin,genesis,Z9,Mare,Eminence,Kinfolk Stables,4,281,0.3202846975088968,0.16725978647686832,8.53637393767706,28,https://zed.run/racehorse/14817,https://img.zed.run/horses/6C3082.svg
28,9906,Vector Shine,Buterin,genesis,Z10,Stallion,Pale Violet,Good Boy Racing,4,232,0.3103448275862069,0.15517241379310345,7.828584070796459,29,https://zed.run/racehorse/9906,https://img.zed.run/horses/DB7093.svg
29,16666,Go Golden Go,Buterin,exclusive,Z28,Colt,Golden Rod,Naptown Colts,4,169,0.35502958579881655,0.15976331360946747,10.545220883534139,30,https://zed.run/racehorse/16666,https://img.zed.run/horses/EEE8AA.svg
30,18483,Barbarella,Szabo,elite,Z13,Filly,Coyote Brown,Aloha Racing,4,141,0.3900709219858156,0.1702127659574468,8.197081339712918,31,https://zed.run/racehorse/18483,https://img.zed.run/horses/81613C.svg
31,14658,Borat,Buterin,genesis,Z9,Colt,Taupe,Shakedown Street,4,27,0.37037037037037035,0.25925925925925924,7.469714285714286,32,https://zed.run/racehorse/14658,https://img.zed.run/horses/483C32.svg
32,13873,Gold Rush,Finney,genesis,Z6,Colt,Ghost White,Sherwood Forest,4,97,0.3711340206185567,0.20618556701030927,6.949848484848483,33,https://zed.run/racehorse/13873,https://img.zed.run/horses/FFFFFF.svg
33,15861,Trapped Nerve,Buterin,legendary,Z13,Mare,Fiery Rose,POLT RACING,4,176,0.3693181818181818,0.125,8.751004784688996,34,https://zed.run/racehorse/15861,https://img.zed.run/horses/FF5470.svg
34,10939,Main Heck,Buterin,genesis,Z10,Colt,Chrome Yellow,[ZMU] TomoeDaewone,4,37,0.40540540540540543,0.1891891891891892,15.044099378881976,35,https://zed.run/racehorse/10939,https://img.zed.run/horses/FFA700.svg
35,16593,Gator King,Finney,legendary,Z12,Mare,Fawn,Big Head Syndicate,4,370,0.3054054054054054,0.13783783783783785,9.088285714285705,36,https://zed.run/racehorse/16593,https://img.zed.run/horses/E5AA70.svg
36,10066,Hunter View,Buterin,genesis,Z10,Mare,Burlywood,Diomedes Racing,4,101,0.3564356435643564,0.1782178217821782,9.523820840950648,37,https://zed.run/racehorse/10066,https://img.zed.run/horses/DEB887.svg
37,18075,Mana,Finney,exclusive,Z10,Colt,Air Superiority Blue,Trail Blazer Racing,4,106,0.37735849056603776,0.18867924528301888,9.461382113821143,38,https://zed.run/racehorse/18075,https://img.zed.run/horses/72A0C1.svg
38,18908,Star Sniper,Buterin,exclusive,Z19,Filly,Antique White,king of h☰arts z☰dstock,4,18,0.4444444444444444,0.2222222222222222,10.041250000000002,39,https://zed.run/racehorse/18908,https://img.zed.run/horses/FAEBD7.svg
39,7486,Chester	,Nakamoto,legendary,Z2,Colt,Sir Aquamarine,Metaverse Racing,4,268,0.31716417910447764,0.14925373134328357,8.197637362637359,40,https://zed.run/racehorse/7486,https://img.zed.run/horses/7FFFD4.svg
40,9287,Hypersonic,Nakamoto,elite,Z6,Colt,Alabaster,Crab Cakes,4,123,0.3170731707317073,0.14634146341463414,8.78640232108317,41,https://zed.run/racehorse/9287,https://img.zed.run/horses/F2F0E6.svg
41,15258,Warner,Nakamoto,elite,Z9,Colt,English Vermillion,Kuda Racing,4,375,0.304,0.11466666666666667,9.540438247011956,42,https://zed.run/racehorse/15258,https://img.zed.run/horses/CC474B.svg
42,15389,Taffy Lee Fubbins,Buterin,legendary,Z18,Mare,Coral Wave,Fenton's Stables & Ranch,4,143,0.32867132867132864,0.16783216783216784,10.111234567901233,43,https://zed.run/racehorse/15389,https://img.zed.run/horses/FF7F50.svg
43,17045,Freefire,Finney,legendary,Z13,Colt,Misty Rose,Freebird Stables,4,66,0.3787878787878788,0.18181818181818182,8.044624999999998,44,https://zed.run/racehorse/17045,https://img.zed.run/horses/FFE4E1.svg
44,10391,Alton By,Buterin,genesis,Z10,Stallion,Chrome Yellow,Krazykat's Den,4,10,0.5,0.2,9.072270531400966,45,https://zed.run/racehorse/10391,https://img.zed.run/horses/FFA700.svg
45,12038,Risk Adjusted,Buterin,genesis,Z9,Mare,Suave Mauve,HAZY DAZE RACING,4,248,0.3064516129032258,0.125,12.061659388646298,46,https://zed.run/racehorse/12038,https://img.zed.run/horses/D473D4.svg
46,7245,Bugs Bunny,Buterin,elite,Z24,Filly,Cinereous,⇜ÐΛ℟₭ F҉ Ï℟€ Λ₵℟€Ꮥ⇝,4,23,0.43478260869565216,0.21739130434782608,9.31918918918919,47,https://zed.run/racehorse/7245,https://img.zed.run/horses/98817B.svg
47,3149,Millers Road,Finney,genesis,Z7,Colt,Cal Poly Pomona,Deszies Dream,4,58,0.3793103448275862,0.15517241379310345,8.869875311720701,48,https://zed.run/racehorse/3149,https://img.zed.run/horses/1E4D2B.svg
48,14922,Pony Shy,Buterin,genesis,Z9,Filly,Egyptian Blue,monkeydluffy's stable,4,14,0.42857142857142855,0.21428571428571427,8.406,49,https://zed.run/racehorse/14922,https://img.zed.run/horses/1034A6.svg
49,14673,Magic Mushroom,Buterin,genesis,Z9,Filly,Champagne Papi,HB Nelsons Sleeve Service,4,121,0.35537190082644626,0.17355371900826447,8.053599999999996,50,https://zed.run/racehorse/14673,https://img.zed.run/horses/F1DDCF.svg
50,2575,Chosen Well,Finney,genesis,Z6,Colt,Slate Gray,Doofy Racing,4,45,0.4222222222222222,0.17777777777777778,8.870380952380954,51,https://zed.run/racehorse/2575,https://img.zed.run/horses/708090.svg
51,16450,Snake Plissken,Finney,legendary,Z10,Colt,Brown Sugar,Tucks & Tails Racing,4,21,0.5238095238095238,0.14285714285714285,14.610740740740743,52,https://zed.run/racehorse/16450,https://img.zed.run/horses/AF6E4D.svg
52,15900,Leo's Chance,Buterin,legendary,Z14,Mare,Fawn,Zombie Racing ~☠️~,4,14,0.2857142857142857,0.2857142857142857,11.688076923076922,53,https://zed.run/racehorse/15900,https://img.zed.run/horses/E5AA70.svg
53,18139,I Am Robot,Buterin,exclusive,Z19,Colt,China Pink,king of h☰arts,4,132,0.3333333333333333,0.16666666666666666,9.224592592592595,54,https://zed.run/racehorse/18139,https://img.zed.run/horses/DE6FA1.svg
54,11703,Passion To Win,Buterin,genesis,Z10,Filly,China Pink,Squints Stables 🤓,4,29,0.4482758620689655,0.1724137931034483,10.87828571428571,55,https://zed.run/racehorse/11703,https://img.zed.run/horses/DE6FA1.svg
55,11403,Hey Jude,Nakamoto,exclusive,Z5,Mare,Fawn,Helm's Deep,4,39,0.358974358974359,0.20512820512820512,7.432434210526323,56,https://zed.run/racehorse/11403,https://img.zed.run/horses/E5AA70.svg
56,10340,Hang Fire,Buterin,genesis,Z10,Mare,Banana Mania,Stable Image,4,59,0.3559322033898305,0.1864406779661017,9.200752212389386,57,https://zed.run/racehorse/10340,https://img.zed.run/horses/FAE7B5.svg
57,18571,Raining Water,Szabo,exclusive,Z7,Mare,Caribbean Green,Forever Racing,4,138,0.34782608695652173,0.16666666666666666,9.114198895027618,58,https://zed.run/racehorse/18571,https://img.zed.run/horses/00CC99.svg
58,3789,San Gregorio,Buterin,genesis,Z8,Stallion,Byzantine,Diomedes Racing,4,160,0.31875,0.13125,9.064463519313305,59,https://zed.run/racehorse/3789,https://img.zed.run/horses/BD33A4.svg
59,12056,Destiny ’s Own,Buterin,genesis,Z10,Colt,Thistle,Midori Bokujo,4,37,0.43243243243243246,0.16216216216216217,9.453796992481209,60,https://zed.run/racehorse/12056,https://img.zed.run/horses/D8BFD8.svg
60,15801,Man o' War,Buterin,legendary,Z10,Colt,Brown Sugar,Sleipnir Racing,4,61,0.3442622950819672,0.18032786885245902,9.644285714285715,61,https://zed.run/racehorse/15801,https://img.zed.run/horses/AF6E4D.svg
61,18009,Tiesto,Buterin,exclusive,Z12,Stallion,Burlywood,6 and 1 Racing,4,21,0.3333333333333333,0.23809523809523808,12.536538461538461,62,https://zed.run/racehorse/18009,https://img.zed.run/horses/DEB887.svg
62,14074,Overnight Celebrity,Buterin,genesis,Z10,Mare,Fandango,Rogue Stables,4,175,0.37142857142857144,0.13142857142857142,9.799841269841266,63,https://zed.run/racehorse/14074,https://img.zed.run/horses/B53389.svg
63,19501,Toph,Buterin,exclusive,Z22,Colt,Sienna,Munch Racing,4,180,0.3333333333333333,0.15555555555555556,9.753206751054854,64,https://zed.run/racehorse/19501,https://img.zed.run/horses/3C1414.svg
64,15233,All Gas No Brakes,Buterin,legendary,Z16,Filly,Cosmic Latte,Extended Warranty Stable,4,150,0.31333333333333335,0.14666666666666667,10.997844311377252,65,https://zed.run/racehorse/15233,https://img.zed.run/horses/FFF8E7.svg
65,12844,Full Forward,Buterin,genesis,Z10,Filly,Dark Lava,Aloha Racing,4,161,0.32298136645962733,0.17391304347826086,8.290115830115836,66,https://zed.run/racehorse/12844,https://img.zed.run/horses/483C32.svg
66,18940,Treacle,Finney,exclusive,Z13,Colt,Midnight Black,BitPlea$e,4,11,0.45454545454545453,0.18181818181818182,12.141666666666667,67,https://zed.run/racehorse/18940,https://img.zed.run/horses/000000.svg
67,14119,Mumma Said Knock You Out,Buterin,genesis,Z10,Colt,Chrome Yellow,Zerga Farms,4,214,0.3130841121495327,0.14018691588785046,10.72488888888888,68,https://zed.run/racehorse/14119,https://img.zed.run/horses/FFA700.svg
68,12357,Dominant Witness,Buterin,genesis,Z10,Filly,Taupe,Stach's Stables,4,23,0.34782608695652173,0.21739130434782608,12.397999999999998,69,https://zed.run/racehorse/12357,https://img.zed.run/horses/483C32.svg
69,16692,Neurogenesis,Buterin,legendary,Z14,Colt,Pale Violet,TNT Racing,4,27,0.3333333333333333,0.2222222222222222,8.89448275862069,70,https://zed.run/racehorse/16692,https://img.zed.run/horses/DB7093.svg
70,15858,Two of Two,Finney,legendary,Z11,Filly,Air Superiority Blue,Four Legs,4,18,0.4444444444444444,0.16666666666666666,11.5115,71,https://zed.run/racehorse/15858,https://img.zed.run/horses/72A0C1.svg
71,9975,Dreamship,Buterin,genesis,Z10,Stallion,Electric Violet,KM Enterprises,4,18,0.4444444444444444,0.16666666666666666,9.357,72,https://zed.run/racehorse/9975,https://img.zed.run/horses/8F00FF.svg
72,18173,Obama,Buterin,legendary,Z15,Mare,Anti-Flash White,Don Gallop,4,70,0.34285714285714286,0.17142857142857143,9.061733333333333,73,https://zed.run/racehorse/18173,https://img.zed.run/horses/F2F3F4.svg
73,12007,Ingenious,Buterin,genesis,Z10,Mare,Electric Violet,Aloha Racing,4,72,0.375,0.16666666666666666,8.031511111111108,74,https://zed.run/racehorse/12007,https://img.zed.run/horses/8F00FF.svg
74,15094,Heart Felt Edition,Buterin,genesis,Z8,Stallion,Cornsilk,Neftochimik,4,14,0.35714285714285715,0.21428571428571427,11.839375,75,https://zed.run/racehorse/15094,https://img.zed.run/horses/FFF8DC.svg
75,13960,Rebel Forever,Finney,genesis,Z6,Colt,Colombo Spice,Don Kee Ho Tay,4,178,0.29213483146067415,0.11797752808988764,11.351894273127753,76,https://zed.run/racehorse/13960,https://img.zed.run/horses/FF3800.svg
76,9522,Ace High,Szabo,elite,Z8,Stallion,Bondi Blue,Deszis Dream,4,33,0.42424242424242425,0.15151515151515152,9.002140921409216,77,https://zed.run/racehorse/9522,https://img.zed.run/horses/0095B6.svg
77,10162,Final Impulse,Buterin,genesis,Z10,Mare,Dark Moss,Papa G Stables,4,25,0.44,0.16,14.24325259515571,78,https://zed.run/racehorse/10162,https://img.zed.run/horses/4A5D23.svg
78,9092,Genesis,Finney,legendary,Z10,Filly,Powder Blue,Kaizen Stables,4,88,0.32954545454545453,0.1590909090909091,7.722094594594594,79,https://zed.run/racehorse/9092,https://img.zed.run/horses/B0E0E6.svg
79,18650,A Saucerful Of Secrets,Nakamoto,cross,Z11,Mare,Rosy Brown,Eclipse Racing,4,145,0.33793103448275863,0.12413793103448276,10.355337423312879,80,https://zed.run/racehorse/18650,https://img.zed.run/horses/BC8F8F.svg
80,6696,Champion Crusher,Nakamoto,exclusive,Z4,Stallion,Field Drab,Catch Me Ridin' Derby,4,10,0.4,0.2,12.25790909090909,81,https://zed.run/racehorse/6696,https://img.zed.run/horses/6C541E.svg
81,16335,Araldite,Buterin,exclusive,Z11,Filly,Fandango,Super Glue Factory,4,10,0.4,0.2,8.608461538461539,82,https://zed.run/racehorse/16335,https://img.zed.run/horses/B53389.svg
82,19619,BRING THE CHAOS,Finney,legendary,Z13,Colt,China Rose,GY1,4,40,0.325,0.2,13.519268292682925,83,https://zed.run/racehorse/19619,https://img.zed.run/horses/A8516E.svg
83,17910,Absolute Blue,Buterin,exclusive,Z25,Mare,Absolute Zero,Gators Hoes,4,10,0.6,0.1,8.424999999999999,84,https://zed.run/racehorse/17910,https://img.zed.run/horses/0048BA.svg
84,19562,Penguin,Finney,elite,Z14,Colt,Anti-Flash White,Steppe Stable,4,112,0.375,0.14285714285714285,9.813571428571427,85,https://zed.run/racehorse/19562,https://img.zed.run/horses/F2F3F4.svg
85,10395,Perfect Weapon,Buterin,genesis,Z10,Stallion,Celestial Blue,Stylebender Stables,4,63,0.3333333333333333,0.1746031746031746,9.206107382550332,86,https://zed.run/racehorse/10395,https://img.zed.run/horses/4997D0.svg
86,17986,Jenny Tulls,Nakamoto,exclusive,Z3,Mare,Crimson Tide,Funny Farm,4,332,0.31626506024096385,0.12951807228915663,8.259572649572643,87,https://zed.run/racehorse/17986,https://img.zed.run/horses/DC143C.svg
87,9214,Radish,Buterin,exclusive,Z13,Filly,Dartmouth Green,⚛ϓϊρɦ₸âçĥ 🏆 Ŕãçϊɳĝ*,4,13,0.46153846153846156,0.15384615384615385,7.453617021276596,88,https://zed.run/racehorse/9214,https://img.zed.run/horses/00703C.svg
88,11078,XCOM,Finney,genesis,Z7,Mare,Absolute Zero,[ZMU] ISIS GénétiQ [§BA],4,168,0.31547619047619047,0.125,8.763373493975891,89,https://zed.run/racehorse/11078,https://img.zed.run/horses/0048BA.svg
89,15821,Chomping At The Bitcoin,Finney,legendary,Z10,Mare,Cosmic Latte,Zombie Racing ~☠️~,4,122,0.3442622950819672,0.12295081967213115,9.004025157232705,90,https://zed.run/racehorse/15821,https://img.zed.run/horses/FFF8E7.svg
90,14500,Background Check,Buterin,genesis,Z10,Filly,Battle Horse Gray,Sugar Creek Racing,4,23,0.4782608695652174,0.13043478260869565,13.178837209302321,91,https://zed.run/racehorse/14500,https://img.zed.run/horses/848482.svg
91,15555,Chairman Mao,Finney,exclusive,Z15,Colt,Burnt Umber,UnStable Brothers Racing,4,188,0.34574468085106386,0.1276595744680851,11.367862318840576,92,https://zed.run/racehorse/15555,https://img.zed.run/horses/8A3324.svg
92,15068,Top Shot This,Buterin,genesis,Z10,Mare,Midnight Black,Krhft Trading Co,4,31,0.3870967741935484,0.16129032258064516,12.572187500000002,93,https://zed.run/racehorse/15068,https://img.zed.run/horses/000000.svg
93,10621,Nero Emperor,Buterin,genesis,Z10,Stallion,Cotton Candy,Blacklist,4,174,0.3103448275862069,0.1206896551724138,9.865391120507402,94,https://zed.run/racehorse/10621,https://img.zed.run/horses/FFBCD9.svg
94,15820,Celtic God,Finney,exclusive,Z10,Colt,Dark Moss,POLT RACING,4,149,0.31543624161073824,0.10738255033557047,12.060794701986751,95,https://zed.run/racehorse/15820,https://img.zed.run/horses/4A5D23.svg
95,18585,Jayson Tatum,Buterin,exclusive,Z22,Colt,Battle Horse Gray,One Eight One Eight,4,46,0.30434782608695654,0.1956521739130435,10.362931034482758,96,https://zed.run/racehorse/18585,https://img.zed.run/horses/848482.svg
96,8295,Cadet Amoralis,Szabo,legendary,Z7,Stallion,Cadet Blue,🐎SeaBiscuit|Racing🐎,4,77,0.3116883116883117,0.15584415584415584,8.044329896907216,97,https://zed.run/racehorse/8295,https://img.zed.run/horses/5F9EA0.svg
97,17091,Booty Buster,Szabo,exclusive,Z13,Mare,English Vermillion,Steppe Stable,4,54,0.35185185185185186,0.16666666666666666,9.736944444444442,98,https://zed.run/racehorse/17091,https://img.zed.run/horses/CC474B.svg
98,18204,Cancel Culture,Finney,elite,Z25,Filly,Desert Sand,Michael Scott Horse Co.,4,138,0.36231884057971014,0.10144927536231885,10.029090909090908,99,https://zed.run/racehorse/18204,https://img.zed.run/horses/EDC9AF.svg
99,15881,Trippie Redd,Buterin,legendary,Z14,Filly,Crimson Tide,⏰ @WenPonyRacing ⏰,4,63,0.4444444444444444,0.09523809523809523,8.586447368421055,100,https://zed.run/racehorse/15881,https://img.zed.run/horses/DC143C.svg
100,7077,White Racer,Buterin,cross,Z49,Mare,Anti-Flash White,Financially UnStable,4,38,0.34210526315789475,0.18421052631578946,8.387118644067796,101,https://zed.run/racehorse/7077,https://img.zed.run/horses/F2F3F4.svg
101,17836,Avaland Bloom,Buterin,elite,Z22,Mare,Cinereous,Dakato Stables,4,83,0.3493975903614458,0.13253012048192772,9.494777777777779,102,https://zed.run/racehorse/17836,https://img.zed.run/horses/98817B.svg
102,18971,Red Wine,Szabo,elite,Z10,Colt,English Vermillion,Super Glue,4,74,0.28378378378378377,0.1891891891891892,10.99910112359551,103,https://zed.run/racehorse/18971,https://img.zed.run/horses/CC474B.svg
103,18895,Sour Patch Kid,Szabo,exclusive,Z11,Mare,Cerulean Frost,Michael Scott Horse Co.,4,206,0.30097087378640774,0.11650485436893204,10.392880658436216,104,https://zed.run/racehorse/18895,https://img.zed.run/horses/6D9BC3.svg
104,17037,Winter Is Coming,Finney,exclusive,Z19,Colt,Byzantine,Forever Racing,4,116,0.31896551724137934,0.14655172413793102,9.693115942028987,105,https://zed.run/racehorse/17037,https://img.zed.run/horses/BD33A4.svg
105,14220,Clear Day,Buterin,genesis,Z9,Colt,Fiery Rose,🐎SeaBiscuit|Caballos🐎,4,31,0.3225806451612903,0.1935483870967742,8.686,106,https://zed.run/racehorse/14220,https://img.zed.run/horses/FF5470.svg
106,16448,Enemy Unknown,Finney,legendary,Z14,Filly,Coyote Brown,Avillan Racing,4,138,0.30434782608695654,0.13043478260869565,8.793803680981599,107,https://zed.run/racehorse/16448,https://img.zed.run/horses/81613C.svg
107,16356,Mark Zuckerberg,Finney,legendary,Z10,Filly,Cerulean Frost,Wednesday Night Stables,4,97,0.30927835051546393,0.16494845360824742,10.16420168067227,108,https://zed.run/racehorse/16356,https://img.zed.run/horses/6D9BC3.svg
108,19235,Rutherford the Brave,Buterin,exclusive,Z19,Colt,Feldgrau,Prussia Stables,4,174,0.3103448275862069,0.13218390804597702,10.495872340425533,109,https://zed.run/racehorse/19235,https://img.zed.run/horses/4D5D53.svg
109,8750,Inception,Nakamoto,exclusive,Z4,Colt,Space Sparkle,sarah,4,14,0.42857142857142855,0.14285714285714285,10.265714285714287,110,https://zed.run/racehorse/8750,https://img.zed.run/horses/4A646C.svg
110,18990,Oprah Winfrey,Buterin,legendary,Z20,Mare,Cinnamon Satin,Diamond Hill,4,100,0.34,0.12,10.97174825174825,111,https://zed.run/racehorse/18990,https://img.zed.run/horses/CD607E.svg
111,18101,Colt of Personality,Buterin,legendary,Z15,Colt,Pale Violet,Girthy Horse Racing,4,132,0.32575757575757575,0.13636363636363635,10.44425925925926,112,https://zed.run/racehorse/18101,https://img.zed.run/horses/DB7093.svg
112,19066,Hawleywood,Buterin,exclusive,Z19,Colt,Azure Mist,Hawleywood Hills,4,69,0.3333333333333333,0.14492753623188406,9.962763157894734,113,https://zed.run/racehorse/19066,https://img.zed.run/horses/F0FFFF.svg
113,15971,Baby Guy,Buterin,legendary,Z11,Colt,Fuzzy Wuzzy,Slow GAS Stables,4,167,0.31137724550898205,0.12574850299401197,9.184886877828049,114,https://zed.run/racehorse/15971,https://img.zed.run/horses/CC6666.svg
114,16373,Saint Joe Strummer,Finney,legendary,Z10,Colt,Bleu De France,Queen City Stable,4,14,0.42857142857142855,0.14285714285714285,12.308,115,https://zed.run/racehorse/16373,https://img.zed.run/horses/318CE7.svg
115,14139,Move The Dial,Buterin,genesis,Z10,Mare,Cosmic Latte,BLAKESHOW,4,252,0.25793650793650796,0.13095238095238096,10.453492063492057,116,https://zed.run/racehorse/14139,https://img.zed.run/horses/FFF8E7.svg
116,17171,Ctan's Chong Revenge,Buterin,elite,Z21,Colt,Anti-Flash White,Financially UnStable,4,11,0.36363636363636365,0.18181818181818182,10.798333333333334,117,https://zed.run/racehorse/17171,https://img.zed.run/horses/F2F3F4.svg
117,12990,Arcade Dream Machine,Buterin,genesis,Z10,Mare,Dark Byzantium,The Dream Machine,4,52,0.38461538461538464,0.11538461538461539,13.187051282051288,118,https://zed.run/racehorse/12990,https://img.zed.run/horses/5D3954.svg
118,3439,Refined Excitement,Finney,genesis,Z7,Colt,Cosmic Latte,Kaizen Stables,4,91,0.37362637362637363,0.08791208791208792,8.634662162162163,119,https://zed.run/racehorse/3439,https://img.zed.run/horses/FFF8E7.svg
119,11036,Bit Lip,Buterin,genesis,Z8,Mare,Arctic Snow,Doofy Racing,4,45,0.3111111111111111,0.17777777777777778,9.686347305389223,120,https://zed.run/racehorse/11036,https://img.zed.run/horses/FFFAFA.svg
120,14686,Whizzle,Buterin,genesis,Z8,Mare,Big Dip O’Ruby,Silver Moss Stable [LADZ],4,14,0.42857142857142855,0.14285714285714285,11.263749999999996,121,https://zed.run/racehorse/14686,https://img.zed.run/horses/9C2542.svg
121,17398,Super Scoop,Buterin,exclusive,Z36,Colt,Banana Mania,Valar Stables,4,20,0.4,0.15,14.057727272727275,122,https://zed.run/racehorse/17398,https://img.zed.run/horses/FAE7B5.svg
