,horse_id,name,bloodline,breed_type,gen,gender,coat,stable_name,class,race_count,placed_pct,win_pct,odds,rank
334,3935,Hidden Asset,Buterin,genesis,Z8,Colt,Taupe,Black Sun,4,62,0.24193548387096775,0.0967741935483871,11.398437499999996,335
335,15785,All Bets Off,Szabo,elite,Z24,Colt,Flex,Star Studded Stables,4,35,0.2857142857142857,0.08571428571428572,12.993513513513511,336
336,19012,Indian Summer,Buterin,exclusive,Z25,Filly,Flex,There’s Ether to be made,4,22,0.22727272727272727,0.13636363636363635,9.709000000000001,337
337,18828,Blazing Rose,Buterin,exclusive,Z21,Colt,Alizarin Crimson,Rose City Ranch,4,83,0.25301204819277107,0.07228915662650602,15.175208333333332,338
338,15501,Mochi Pancake,Buterin,legendary,Z13,Colt,Banana Mania,securethedub,4,59,0.2542372881355932,0.0847457627118644,12.180952380952379,339
339,15188,Perfect Persuasion,Buterin,genesis,Z10,Mare,Feldgrau,Kraken Whips,4,31,0.22580645161290322,0.12903225806451613,13.943421052631576,340
340,14136,Badonka Donk,Buterin,genesis,Z10,Filly,Air Superiority Blue,Tagline Racing,4,38,0.34210526315789475,0.05263157894736842,16.408571428571427,341
341,19183,Pietro Maximoff,Finney,legendary,Z12,Colt,Slate Gray,Remy Racing,4,15,0.4,0.06666666666666667,13.693124999999998,342
342,11023,Elusive Guest,Buterin,genesis,Z10,Filly,Shadow Fighter,Award Racing,4,23,0.391304347826087,0.043478260869565216,13.471250000000008,343
343,14914,Our Obsession,Buterin,genesis,Z10,Colt,English Vermillion,Extended Warranty Stable,4,59,0.2711864406779661,0.06779661016949153,13.129857142857142,344
344,19427,GME,Buterin,legendary,Z10,Colt,Amethyst,ZK85,4,20,0.4,0.05,22.337142857142858,345
345,18851,Glue Me,Finney,exclusive,Z24,Colt,Dark Lava,Shady Pines,4,28,0.32142857142857145,0.07142857142857142,19.36758620689655,346
346,8543,Chase Lost,Buterin,genesis,Z10,Stallion,Arctic Snow,🐎SeaBiscuit|Breeding🐎,4,18,0.3888888888888889,0.05555555555555555,11.56605263157895,347
347,14316,Walk It Like I Talk It,Buterin,genesis,Z10,Colt,Bleu De France,Fire Bud Ranch,4,33,0.2727272727272727,0.09090909090909091,14.582926829268292,348
348,14170,Step Into My World,Buterin,genesis,Z10,Mare,China Rose,Diamond Hill,4,93,0.22580645161290322,0.06451612903225806,20.01805825242718,349
349,5409,Lucero,Buterin,exclusive,Z12,Mare,Field Drab,🌿High Horse Stables🌿,4,60,0.25,0.08333333333333333,10.58194871794871,350
350,15931,Elongate,Finney,legendary,Z10,Colt,Fawn,POLT RACING,4,47,0.2553191489361702,0.0851063829787234,12.57604166666667,351
351,13050,Estate Of Affairs,Buterin,genesis,Z8,Colt,English Vermillion,G Baby Stables,4,18,0.2777777777777778,0.1111111111111111,14.125111111111114,352
352,9415,Phantom,Finney,legendary,Z12,Filly,Misty Rose,Evol's Steeds & Studs,4,14,0.35714285714285715,0.07142857142857142,10.823461538461537,353
353,19038,Paying the Bills,Finney,elite,Z13,Filly,Fiery Rose,T-Time Racing,4,39,0.2564102564102564,0.10256410256410256,14.839800000000007,354
354,16350,Gains,Buterin,legendary,Z14,Colt,Fandango,"Plowcha Racing, LLC",4,29,0.3448275862068966,0.06896551724137931,10.620857142857146,355
355,17734,Waverly,Nakamoto,cross,Z15,Mare,Brown Sugar,NFT_Collective Racing,4,27,0.25925925925925924,0.1111111111111111,14.85333333333333,356
356,17055,Halfway Crook,Buterin,legendary,Z10,Colt,Big Dip O’Ruby,Smizzlife Stables,4,16,0.25,0.125,24.538235294117648,357
357,9524,Ace Queen,Szabo,elite,Z6,Mare,Caribbean Green,Dirty Water Racing,4,40,0.275,0.075,12.422023809523807,358
358,18696,Spin Move,Nakamoto,exclusive,Z8,Colt,Café Au Lait,Boston Stables,4,48,0.25,0.08333333333333333,13.308775510204082,359
359,10721,The WidowMaker,Buterin,legendary,Z14,Mare,Colombo Spice,Blazing and Racing [LADZ],4,14,0.21428571428571427,0.14285714285714285,12.995343915343916,360
360,17995,Pliny the Elder,Nakamoto,elite,Z7,Colt,Amethyst,Purplesky Stables,4,14,0.35714285714285715,0.07142857142857142,26.738125000000004,361
361,17319,Pinkleberry,Nakamoto,exclusive,Z6,Colt,Cotton Candy,🌿High Horse Stables🌿,4,42,0.23809523809523808,0.09523809523809523,12.072444444444447,362
362,14969,Focus Six,Buterin,genesis,Z8,Colt,Absolute Zero,Elmer's Stables,4,14,0.35714285714285715,0.07142857142857142,12.093333333333334,363
363,7552,Tapas King,Nakamoto,exclusive,Z3,Stallion,China Rose,StarPress Design,4,36,0.3055555555555556,0.05555555555555555,11.060259740259736,364
364,13138,Seychelles Seychelles,Buterin,genesis,Z8,Stallion,Space Sparkle,Te Akau Racing,4,64,0.25,0.078125,13.577883211678838,365
365,15150,Right Hand,Finney,genesis,Z7,Filly,Fuzzy Wuzzy,Diamond Hands,4,26,0.23076923076923078,0.11538461538461539,13.005925925925922,366
366,17820,Colossus of Clout,Buterin,exclusive,Z13,Colt,Cosmic Latte,Square One,4,14,0.35714285714285715,0.07142857142857142,13.10875,367
367,14891,Lifted Glory,Buterin,genesis,Z10,Mare,Fandango,Blazing Aces,4,89,0.29213483146067415,0.056179775280898875,14.799568345323744,368
368,16075,Pie-O-My,Buterin,legendary,Z12,Filly,Midnight Black,Breezy Stables,4,72,0.2222222222222222,0.08333333333333333,10.465921052631577,369
369,12242,Retaining Position,Buterin,genesis,Z8,Filly,Aggressive Azure,Finity Stables,4,14,0.35714285714285715,0.07142857142857142,12.493703703703703,370
370,16977,'Cause I'm French,Nakamoto,elite,Z13,Mare,Hairy Canary,Not1Pack2Pack,4,23,0.391304347826087,0.043478260869565216,14.974583333333335,371
371,14147,Breadsticks,Buterin,genesis,Z9,Mare,Firebrick,TopTrot,4,26,0.23076923076923078,0.11538461538461539,11.254444444444447,372
372,3867,Southern Storm,Buterin,genesis,Z8,Colt,Crimson Tide,Stay4Glue,4,22,0.2727272727272727,0.09090909090909091,13.637826086956522,373
373,17531,Wolverine,Buterin,legendary,Z13,Colt,Space Sparkle,Ponyhub,4,49,0.22448979591836735,0.10204081632653061,10.526507936507938,374
374,19052,Icy Frost,Buterin,legendary,Z12,Mare,Cerulean Frost,Inhalegas Thoroughbreds,4,14,0.35714285714285715,0.07142857142857142,15.000625,375
375,10330,Headlights,Buterin,genesis,Z10,Colt,Anti-Flash White,Shady Lane Stables,4,79,0.25316455696202533,0.05063291139240506,11.072895927601813,376
376,11882,An Hour Later,Buterin,genesis,Z9,Stallion,Alabaster,MannaggiaCry,4,17,0.23529411764705882,0.11764705882352941,12.687796610169489,377
377,14730,Family Witness,Buterin,genesis,Z9,Colt,Fiery Rose,Peterson's Pastures,4,16,0.25,0.125,11.118125000000001,378
378,19299,Saturn,Buterin,exclusive,Z19,Filly,Atomic Tangerine,Diamond Hands,4,30,0.26666666666666666,0.1,10.83257142857143,379
379,17038,Brandon's Purpose,Buterin,legendary,Z11,Colt,Hairy Canary,Zook D's Stables,4,21,0.2857142857142857,0.09523809523809523,11.341739130434783,380
380,16025,Jugband Blues,Buterin,exclusive,Z15,Colt,Rosy Brown,Eclipse Racing,4,48,0.25,0.08333333333333333,14.860816326530616,381
381,19418,Pluto,Buterin,exclusive,Z32,Colt,Fandango,Rocket Ranch,4,58,0.20689655172413793,0.10344827586206896,10.541428571428575,382
382,19151,Seatriscuit,Finney,legendary,Z7,Colt,Dartmouth Green,stable 59967374,4,51,0.27450980392156865,0.0784313725490196,13.799080459770112,383
383,12592,Suitcase Memories,Finney,genesis,Z7,Colt,Big Dip O’Ruby,JHart Stable,4,36,0.25,0.05555555555555555,12.1746511627907,384
384,14951,Cash Me Outside,Buterin,genesis,Z10,Mare,Coyote Brown,Brave New Thoroughbredz,4,19,0.2631578947368421,0.10526315789473684,12.801666666666664,385
385,12703,Goliath,Buterin,genesis,Z9,Filly,Banana Mania,Establo,4,77,0.2727272727272727,0.03896103896103896,12.413821656050951,386
386,14041,The Glove,Buterin,genesis,Z10,Filly,Dark Lava,Bay Area Thoroughbreds,4,70,0.2857142857142857,0.02857142857142857,17.639305555555552,387
387,16290,Toward the Dawn,Buterin,legendary,Z12,Mare,Azure,Dirty Water Racing,4,44,0.2727272727272727,0.06818181818181818,12.644375000000002,388
388,12000,Patented,Buterin,genesis,Z8,Colt,Cadet Blue,Well Equipped,4,10,0.3,0.1,12.59657894736842,389
389,16571,Big Brown,Finney,exclusive,Z13,Filly,Café Au Lait,There’s Ether to be made,4,34,0.2647058823529412,0.08823529411764706,9.333243243243244,390
390,16498,Big Spending,Szabo,exclusive,Z8,Mare,Antique Brass,ZK85,4,12,0.3333333333333333,0.08333333333333333,12.530666666666669,391
391,9686,Princess of Wales,Nakamoto,exclusive,Z5,Mare,Cinnabar,Node Farms,4,100,0.23,0.06,11.681610169491522,392
392,15415,Flying Saga,Buterin,legendary,Z14,Colt,Azure Mist,Sammy's Saloon,4,44,0.25,0.09090909090909091,12.13148936170213,393
393,14787,Call Me Maybe,Buterin,genesis,Z8,Stallion,Deep Taupe,Detective Stabler,4,32,0.28125,0.0625,12.7990625,394
394,14027,Shockers,Buterin,genesis,Z10,Filly,Alabaster,Spearmint Ponies,4,22,0.2727272727272727,0.09090909090909091,13.704166666666666,395
395,13054,Messy Beautiful,Buterin,genesis,Z8,Stallion,Cyclamen,Walking,4,10,0.3,0.1,19.891092436974795,396
396,3603,Speed The Plough,Buterin,genesis,Z8,Stallion,Gainsboro,IMA z☰dstock,4,16,0.1875,0.125,11.992941176470588,397
397,16626,Plushberry,Nakamoto,exclusive,Z6,Stallion,Fandango,Steppe Stable,4,30,0.23333333333333334,0.1,11.168484848484846,398
398,15548,Kon,Finney,legendary,Z14,Colt,Coral Wave,Soul Society,4,17,0.23529411764705882,0.11764705882352941,10.98578947368421,399
399,8077,Vega My Racer,Nakamoto,elite,Z7,Colt,Fandango,best around,4,15,0.2,0.13333333333333333,18.721874999999994,400
400,10443,Joburg Duck,Szabo,legendary,Z8,Colt,Caribbean Green,Diomedes Racing,4,39,0.20512820512820512,0.10256410256410256,11.972010050251253,401
401,9510,The Witch,Nakamoto,exclusive,Z5,Mare,Air Superiority Blue,Ladywell Stud,4,33,0.24242424242424243,0.09090909090909091,11.481764705882355,402
402,17289,Mr Perfect,Nakamoto,elite,Z9,Colt,Champagne Papi,Three Amigo Farm,4,31,0.2903225806451613,0.06451612903225806,11.139090909090907,403
403,19615,Thunderess,Nakamoto,exclusive,Z5,Filly,Battle Horse Gray,AG4 Stables,4,54,0.2962962962962963,0.037037037037037035,10.972089552238806,404
404,16162,AndreReed83,Finney,legendary,Z14,Colt,Copper Penny,😎 PHISH's  FINNEY FARM,4,64,0.1875,0.109375,11.536666666666664,405
405,19396,Paris H!lton,Szabo,exclusive,Z11,Filly,Bittersweet Shimmer,Slim Racing,4,15,0.2,0.13333333333333333,11.670625,406
406,16598,Toby Flenderson,Finney,exclusive,Z16,Colt,Mystic Maroon,Btown Stables,4,26,0.2692307692307692,0.07692307692307693,21.27620689655172,407
407,18555,Viserion,Buterin,legendary,Z14,Colt,Firebrick,Mount Zwingli Meadows,4,10,0.3,0.1,9.244166666666667,408
408,16424,Canary in a Coal Mine,Buterin,exclusive,Z12,Colt,Hairy Canary,Opulent Pastures,4,46,0.2391304347826087,0.08695652173913043,13.932765957446806,409
409,16943,Rich & Rare,Buterin,legendary,Z17,Mare,Bittersweet Shimmer,Bad Girls Club,4,13,0.3076923076923077,0.07692307692307693,14.032,410
410,13020,Green and Gold,Buterin,genesis,Z8,Mare,Dartmouth Green,Rollgate Racing,4,13,0.15384615384615385,0.15384615384615385,14.142439024390242,411
411,17233,Keshet,Buterin,legendary,Z13,Filly,Feldgrau,Whirlaway Farm,4,30,0.23333333333333334,0.1,17.080000000000002,412
412,14065,Kittles,Buterin,genesis,Z10,Mare,Caribbean Green,6 and 1 Racing,4,20,0.25,0.1,11.229047619047618,413
413,18833,Green Mamba,Buterin,legendary,Z14,Colt,Cal Poly Pomona,Leoheart,4,85,0.2235294117647059,0.07058823529411765,13.66022222222222,414
414,16742,Coup De Mantra,Finney,legendary,Z10,Filly,China Pink,Kuda Racing,4,29,0.27586206896551724,0.06896551724137931,12.57545454545455,415
415,8776,Boy Names Sue,Nakamoto,elite,Z5,Colt,Feldgrau,Rough Riders Stable,4,18,0.3333333333333333,0.05555555555555555,9.907894736842104,416
416,17855,Sura,Buterin,legendary,Z11,Mare,Coyote Brown,JC3 Stables,4,32,0.28125,0.0625,22.590555555555547,417
417,15517,Tao Te Ching,Szabo,elite,Z12,Stallion,Misty Rose,Markham & Pugh Racing,4,28,0.21428571428571427,0.10714285714285714,11.636285714285716,418
418,10745,Power Struggle,Buterin,genesis,Z10,Mare,Coyote Brown,Diomedes Racing,4,97,0.1958762886597938,0.07216494845360824,12.165909090909087,419
419,8416,Champion Bubbler,Buterin,elite,Z11,Colt,China Rose,Bay Area Thoroughbreds,4,48,0.2708333333333333,0.0625,16.710618556701025,420
420,14781,Pure,Buterin,genesis,Z8,Colt,Golden Rod,Marell Stable Boys,4,13,0.3076923076923077,0.07692307692307693,9.731428571428571,421
421,18458,Doofy's Army 32,Szabo,legendary,Z8,Filly,Celestial Blue,The Dojo,4,65,0.23076923076923078,0.07692307692307693,14.232428571428574,422
422,10390,Caribbean Wonder,Buterin,genesis,Z10,Stallion,Colombo Spice,Woody's Ranch,4,103,0.2524271844660194,0.04854368932038835,11.51080213903743,423
423,18490,The Prancing Princess,Finney,exclusive,Z22,Filly,Banana Mania,Shadow-Mind Stables,4,13,0.3076923076923077,0.07692307692307693,14.937500000000002,424
424,6443,The Viola,Finney,legendary,Z8,Mare,Pale Violet,FSED Exquisite Equines,4,35,0.22857142857142856,0.08571428571428572,13.498947368421051,425
425,17468,Vincent Vega,Finney,exclusive,Z10,Colt,Arylide Yellow,Uncle Bob Stables,4,27,0.25925925925925924,0.07407407407407407,16.938928571428573,426
426,15103,Hazard Warning,Buterin,genesis,Z10,Colt,Brown Sugar,Green Hustla Stables,4,33,0.2727272727272727,0.06060606060606061,18.995588235294115,427
427,17695,Aruba,Nakamoto,elite,Z13,Stallion,Sir Aquamarine,whotookmikeys horses,4,60,0.3,0.03333333333333333,14.268378378378378,428
428,4053,Secret Thoughts,Buterin,genesis,Z9,Colt,Dark Lava,Zerga Farms,4,43,0.23255813953488372,0.06976744186046512,11.925200000000002,429
429,19041,Taco Flavored Kisses,Buterin,legendary,Z19,Filly,AO,Neigh - borhood Stables,4,21,0.23809523809523808,0.09523809523809523,14.855652173913043,430
430,7713,Skull Crushin' 365,Szabo,legendary,Z5,Filly,Cerulean Frost,Golden Stables,4,10,0.5,0.0,8.26317307692308,431
431,14619,Double Impact,Buterin,genesis,Z9,Mare,Cyclamen,Michael Scott Horse Co.,4,82,0.23170731707317074,0.036585365853658534,15.008372093023247,432
432,15644,Azul Cielo,Nakamoto,elite,Z10,Colt,Azure,Bay Area Thoroughbreds,4,42,0.3333333333333333,0.023809523809523808,11.90565217391304,433
433,14089,What Are Those,Buterin,genesis,Z10,Mare,Big Dip O’Ruby,JK Stables,4,67,0.22388059701492538,0.07462686567164178,12.35319444444445,434
434,16867,Tommy Shelby,Szabo,exclusive,Z9,Stallion,Coral Wave,Top_Jock,4,46,0.21739130434782608,0.08695652173913043,11.640799999999997,435
435,16756,Watch Me Working,Nakamoto,exclusive,Z6,Filly,Byzantium,Crazy Horse,4,29,0.20689655172413793,0.10344827586206896,11.6703125,436
436,17906,Dad,Buterin,exclusive,Z32,Colt,Fiery Rose,The Generator,4,49,0.2857142857142857,0.04081632653061224,12.693076923076926,437
437,8665,Erased,Buterin,genesis,Z10,Stallion,Peach Puff,Soldiers of Pets,4,63,0.2698412698412698,0.047619047619047616,12.460279329608941,438
438,17042,Kruffer,Nakamoto,elite,Z9,Mare,Atomic Tangerine,Naptown Colts,4,11,0.2727272727272727,0.09090909090909091,23.381666666666664,439
439,14171,The Who,Buterin,genesis,Z10,Mare,Celestial Blue,hidden labs™,4,10,0.5,0.0,22.391666666666666,440
440,15404,Run The Jewels,Buterin,legendary,Z14,Filly,China Pink,Tin City Stables,4,23,0.2608695652173913,0.08695652173913043,16.178709677419356,441
441,17827,100t,Buterin,legendary,Z16,Stallion,Coral Wave,NFTommo,4,22,0.3181818181818182,0.045454545454545456,15.6776,442
442,11369,Point de Lagrange,Nakamoto,exclusive,Z4,Filly,Burnt Umber,Stark Industries,4,41,0.14634146341463414,0.12195121951219512,12.210961538461536,443
443,12998,Class Fighter,Buterin,genesis,Z10,Mare,Bright Cerulean,Flower City Stables,4,34,0.2647058823529412,0.058823529411764705,15.349186046511628,444
444,10044,Noble Descent,Buterin,genesis,Z10,Mare,Feldgrau,DoomDesire,4,63,0.2222222222222222,0.06349206349206349,13.205443037974687,445
445,17617,Guinevere's Secret,Nakamoto,cross,Z14,Mare,Chrome Yellow,Hyacinth Hills,4,29,0.3448275862068966,0.034482758620689655,21.666333333333334,446
446,14906,Firm Order,Buterin,genesis,Z10,Stallion,Sienna,Beck’s Broncos,4,10,0.5,0.0,18.720909090909092,447
447,16359,Chasing Waves,Nakamoto,cross,Z9,Filly,Cinnabar,The Dude Ranch,4,31,0.25806451612903225,0.06451612903225806,9.423437499999999,448
448,13097,Prime Justice,Buterin,genesis,Z10,Colt,Copper Penny,Green Meadows,4,11,0.2727272727272727,0.09090909090909091,13.898064516129033,449
449,17876,cumbersome,Finney,legendary,Z13,Filly,Pale Violet,Dukes of Stable,4,11,0.2727272727272727,0.09090909090909091,20.8175,450
450,8932,Snag,Szabo,exclusive,Z6,Mare,Desert Sand,Stay4Glue,4,71,0.2112676056338028,0.07042253521126761,15.99972222222222,451
451,15256,BoomShakaLaka,Szabo,legendary,Z7,Mare,Flex,Super Trotters ♘,4,57,0.21052631578947367,0.07017543859649122,14.884626865671644,452
452,16656,Ms Dolores,Buterin,legendary,Z13,Mare,Space Sparkle,EquitiesETC/Pirates,4,11,0.2727272727272727,0.09090909090909091,12.599166666666667,453
453,10034,Sureness,Buterin,genesis,Z10,Colt,Fawn,KM Enterprises,4,36,0.2222222222222222,0.08333333333333333,10.965118110236219,454
454,11667,Boosted,Buterin,genesis,Z10,Colt,Buff Gold,Not1Pack2Pack,4,11,0.2727272727272727,0.09090909090909091,32.98479452054794,455
455,14182,Big Pimpin',Buterin,genesis,Z10,Mare,English Vermillion,Trolling Hill Stables,4,154,0.22077922077922077,0.032467532467532464,17.757336956521737,456
456,9729,Oh Golly,Buterin,genesis,Z10,Mare,Coral Wave,Evil Whiskaz Ambush,4,14,0.2857142857142857,0.07142857142857142,10.647446808510638,457
457,11569,Roll The Dice,Buterin,genesis,Z10,Mare,Midnight Black,Charington Estates,4,19,0.21052631578947367,0.10526315789473684,12.473243243243239,458
458,16404,Slugworth,Buterin,legendary,Z12,Colt,Champagne Papi,Good Talk Russ Racing,4,28,0.25,0.07142857142857142,9.511612903225805,459
459,9159,Hawking,Finney,exclusive,Z8,Stallion,Destiny,Digital Farms,4,14,0.2857142857142857,0.07142857142857142,10.710102040816325,460
460,12543,Top Billing,Buterin,genesis,Z8,Mare,Misty Rose,A9DWORLD,4,14,0.14285714285714285,0.14285714285714285,10.05161290322581,461
461,19500,Victorias Secret,Nakamoto,cross,Z11,Colt,Baker-Miller Pink,💸 Degen Stable 💸,4,45,0.2,0.08888888888888889,24.63844444444444,462
462,19653,Silver Bullet Day,Buterin,legendary,Z12,Filly,White Smoke,WinEther Farms,4,23,0.30434782608695654,0.043478260869565216,15.186363636363637,463
463,16965,Three Long,Finney,elite,Z11,Filly,Banana Mania,The Winner's Circle,4,22,0.3181818181818182,0.045454545454545456,11.982857142857142,464
464,14425,Blizzard Storm,Buterin,genesis,Z10,Mare,Cinereous,Lobo_fish,4,52,0.23076923076923078,0.057692307692307696,15.886666666666663,465
465,14260,Construction Crusher,Buterin,genesis,Z10,Colt,Byzantine,TopTrot,4,23,0.21739130434782608,0.08695652173913043,25.518260869565214,466
466,18288,Ms Kitty,Finney,legendary,Z14,Mare,Chrome Yellow,Welchys Power Ponys 🏆🥇,4,14,0.2857142857142857,0.07142857142857142,16.936470588235288,467
467,5314,Lucky Larrikin,Buterin,genesis,Z10,Stallion,Fuzzy Wuzzy,The Laboratory,4,30,0.3,0.03333333333333333,13.20695652173913,468
468,13132,Never A Miss,Buterin,genesis,Z10,Colt,Taupe,The Gentlemens Club,4,28,0.32142857142857145,0.03571428571428571,17.33031250000001,469
469,14752,Easy Access,Buterin,genesis,Z8,Colt,Royal Blue,DoomDesire,4,61,0.21311475409836064,0.06557377049180328,9.883999999999993,470
470,16517,Raspberry Beret,Szabo,exclusive,Z9,Colt,China Rose,Papa's Place,4,39,0.23076923076923078,0.07692307692307693,12.755192307692305,471
471,6487,Grenade,Finney,exclusive,Z7,Colt,Firebrick,Quality Breeds,4,23,0.21739130434782608,0.08695652173913043,13.282,472
472,15840,Drunk Bus,Buterin,exclusive,Z12,Colt,Cal Poly Pomona,Kraken Whips,4,23,0.21739130434782608,0.08695652173913043,13.0972,473
473,11308,Unhesitatingly Quick,Szabo,legendary,Z5,Colt,Cosmic Latte,Eve's Ride,4,26,0.23076923076923078,0.07692307692307693,14.518101265822786,474
474,16552,Tim McGraw,Buterin,legendary,Z11,Colt,Field Drab,MLB Racing,4,14,0.2857142857142857,0.07142857142857142,18.95,475
475,13192,Explicitly,Buterin,genesis,Z9,Colt,China Pink,Coq'n Bull Racing,4,59,0.2033898305084746,0.06779661016949153,11.287580645161293,476
476,18784,Lord Midnight Soul,Finney,legendary,Z12,Colt,Midnight Black,Genesis Racing,4,29,0.2413793103448276,0.06896551724137931,22.629354838709677,477
477,5569,Lyanna Stark,Nakamoto,legendary,Z3,Mare,Antique White,Akatsuki,4,68,0.22058823529411764,0.058823529411764705,12.905555555555553,478
478,19641,The Trumpet,Finney,exclusive,Z13,Colt,Black Chocolate,Pumpernickel Ponies,4,49,0.24489795918367346,0.061224489795918366,19.66783333333333,479
479,11090,Royale,Buterin,genesis,Z10,Colt,Suave Mauve,Double A Stables,4,39,0.20512820512820512,0.07692307692307693,10.571751412429366,480
480,10572,Well Painted,Buterin,genesis,Z10,Mare,Space Sparkle,Well Equipped,4,26,0.3076923076923077,0.038461538461538464,9.869999999999996,481
481,11115,Quest Land,Buterin,genesis,Z10,Mare,Oval Orchid,Leon Parker Sprinters,4,14,0.2857142857142857,0.07142857142857142,10.452661290322586,482
482,16655,Northern Lights,Szabo,legendary,Z6,Mare,Bleu De France,🌿High Horse Stables🌿,4,26,0.23076923076923078,0.07692307692307693,10.06793103448276,483
483,10986,Golden Depart,Buterin,genesis,Z10,Colt,Cinereous,Cinderella's Castle,4,83,0.25301204819277107,0.024096385542168676,17.923406593406586,484
484,17015,Lucille Bluth,Buterin,elite,Z13,Filly,Cinnamon Satin,SweetDaddy-Stable,4,17,0.29411764705882354,0.058823529411764705,15.10277777777778,485
485,17547,Sea Witch,Finney,exclusive,Z10,Colt,Celestial Blue,Ladywell Stud,4,24,0.2916666666666667,0.041666666666666664,12.5632,486
486,14590,Aero,Buterin,genesis,Z9,Stallion,Amethyst,Backyard Stables,4,12,0.25,0.08333333333333333,10.476153846153846,487
487,18318,Danny's Pig,Nakamoto,elite,Z8,Mare,Fuzzy Wuzzy,Thunder Racing,4,46,0.2608695652173913,0.043478260869565216,11.336666666666666,488
488,18197,House Party,Finney,elite,Z20,Stallion,Egyptian Blue,DIVIDED SOULS RACING,4,23,0.30434782608695654,0.043478260869565216,16.071379310344824,489
489,15337,Trainwreck,Finney,legendary,Z10,Mare,Caribbean Green,KingBytor,4,15,0.26666666666666666,0.06666666666666667,11.825882352941177,490
490,14133,Mr Crowley,Buterin,genesis,Z10,Colt,Baker-Miller Pink,Deboritaville,4,36,0.3055555555555556,0.027777777777777776,12.3453488372093,491
491,14393,Conceited,Buterin,genesis,Z10,Colt,Deep Taupe,Emperor's Army,4,68,0.23529411764705882,0.04411764705882353,11.562999999999997,492
492,11015,Before You Think,Finney,genesis,Z7,Mare,Buff Gold,Un_Stable_Racer,4,23,0.21739130434782608,0.08695652173913043,9.157154471544718,493
493,18665,Max E Million,Buterin,exclusive,Z18,Colt,Powder Blue,Old Bloke Racing,4,27,0.2962962962962963,0.037037037037037035,15.739642857142854,494
494,18740,Jennifer Sutto,Buterin,cross,Z26,Filly,Brown Sugar,On The Bit Hard Held,4,86,0.20930232558139536,0.05813953488372093,12.407865168539326,495
495,18950,Winner Winner,Buterin,legendary,Z10,Colt,Cinereous,Designated Drinker🥃,4,21,0.2857142857142857,0.047619047619047616,15.913333333333329,496
496,11705,Silent General,Buterin,genesis,Z10,Filly,Fandango,Well Equipped,4,31,0.22580645161290322,0.06451612903225806,11.003954545454553,497
497,16744,Mind of Valor,Finney,legendary,Z10,Stallion,Oval Orchid,Kuda Racing,4,12,0.25,0.08333333333333333,13.673076923076923,498
498,16203,Smash Williams,Buterin,exclusive,Z18,Colt,Midnight Black,On The Bit Hard Held,4,62,0.22580645161290322,0.04838709677419355,16.556818181818176,499
499,14938,Stiletto,Buterin,genesis,Z10,Stallion,Destiny,Brave New Thoroughbredz,4,18,0.2777777777777778,0.05555555555555555,11.766,500
500,12723,Justice Glory,Buterin,genesis,Z10,Mare,Midnight Black,FTown Stables,4,53,0.20754716981132076,0.05660377358490566,11.922247191011236,501
501,15493,Blood Lines,Buterin,exclusive,Z23,Colt,Cinnamon Satin,Star Studded Stables,4,31,0.2903225806451613,0.03225806451612903,16.86411764705882,502
502,7810,Billet,Buterin,genesis,Z10,Mare,Dartmouth Green,CryptoBabes,4,47,0.23404255319148937,0.0425531914893617,13.992199999999993,503
503,19096,Jaylen Brown,Buterin,legendary,Z17,Filly,Dartmouth Green,Always Sunny Stables,4,66,0.22727272727272727,0.045454545454545456,20.657857142857143,504
504,18982,Anatomically Correct,Szabo,exclusive,Z10,Colt,Battle Horse Gray,Genetic Gambit (DTB),4,12,0.25,0.08333333333333333,13.652777777777779,505
505,9124,Flaming Galah,Buterin,legendary,Z16,Filly,Cosmic Cobalt,Funny Farm,4,12,0.25,0.08333333333333333,19.928039215686276,506
506,14062,Jam Influence,Buterin,genesis,Z10,Mare,China Rose,Big Breeding Brand,4,15,0.26666666666666666,0.06666666666666667,19.900526315789474,507
507,19503,Members Bounce,Buterin,exclusive,Z21,Colt,Flex,BankSh🏀t Breeding,4,21,0.19047619047619047,0.09523809523809523,20.402380952380952,508
508,18894,Chumbawamba,Szabo,exclusive,Z11,Filly,Cosmic Cobalt,G's Stable,4,21,0.2857142857142857,0.047619047619047616,12.637666666666663,509
509,11873,Understood,Buterin,genesis,Z10,Colt,Buff Gold,Shooting Star Stables,4,15,0.26666666666666666,0.06666666666666667,15.698918918918922,510
510,19601,Ruff Ryder's Anthem,Finney,elite,Z15,Colt,Cinnabar,Fambam Stables,4,27,0.2222222222222222,0.07407407407407407,13.606428571428571,511
511,15484,Pancake,Buterin,legendary,Z12,Filly,Brown Sugar,BITLITEJP,4,19,0.42105263157894735,0.0,16.223999999999997,512
512,18021,Dreidel L'Chaim,Szabo,legendary,Z6,Colt,Azure Mist,Zerga Farms,4,18,0.16666666666666666,0.1111111111111111,13.17421052631579,513
513,18160,Walley World,Buterin,legendary,Z12,Colt,Chrome Yellow,PickleParty Stables,4,76,0.2236842105263158,0.039473684210526314,14.978039215686268,514
514,16716,The Sloth,Finney,legendary,Z11,Mare,Black Chocolate,😎 PHISH's  FINNEY FARM,4,51,0.17647058823529413,0.0784313725490196,11.752363636363635,515
515,9822,La Toison Rose,Nakamoto,exclusive,Z5,Mare,Pale Violet,New Saratoga Stables,4,24,0.2916666666666667,0.041666666666666664,14.64142857142857,516
