,horse_id,name,bloodline,breed_type,gen,gender,coat,stable_name,class,race_count,placed_pct,win_pct,odds,rank
31,4244,Codger Quest,Buterin,genesis,Z9,Mare,Midnight Black,Big B Stable,4,153,0.35947712418300654,0.1437908496732026,7.990430622009567,32
32,18461,Rasengan,Finney,exclusive,Z15,Mare,Cerulean Frost,There’s Ether to be made,4,38,0.42105263157894735,0.2631578947368421,7.53575,33
33,12038,Risk Adjusted,Buterin,genesis,Z9,Mare,Suave Mauve,HAZY DAZE RACING,4,241,0.2987551867219917,0.12033195020746888,12.126172839506182,34
34,17402,Buss it,Buterin,cross,Z38,Filly,Bright Cerulean,Cook farms,4,185,0.3837837837837838,0.15135135135135136,9.44655963302753,35
35,16959,Deadwood,Buterin,exclusive,Z13,Mare,Burnt Sienna,Zombie Racing ~☠️~,4,40,0.45,0.2,8.164390243902439,36
36,3607,Saga Bolton,Buterin,genesis,Z8,Stallion,Alice Blue,Crab Cakes,4,100,0.26,0.16,8.219225806451618,37
37,9906,Vector Shine,Buterin,genesis,Z10,Stallion,Pale Violet,Good Boy Racing,4,183,0.3005464480874317,0.15300546448087432,7.736143911439114,38
38,14019,Pepper Charm,Buterin,genesis,Z10,Colt,Midnight Black,🍻 Dark Horse Stables 🍻,4,244,0.319672131147541,0.11475409836065574,11.059601226993868,39
39,10264,Barbaro,Buterin,genesis,Z9,Stallion,Café Au Lait,Sleepy Hollow,4,173,0.3063583815028902,0.15028901734104047,8.818056872037925,40
40,14817,On The Gas,Buterin,genesis,Z9,Mare,Eminence,Kinfolk Stables,4,230,0.30869565217391304,0.1608695652173913,8.300113207547168,41
41,11606,Rapid Action,Buterin,genesis,Z10,Mare,Byzantium,Shambala,4,109,0.3394495412844037,0.1834862385321101,8.853268482490263,42
42,2840,Gold Dancer,Finney,genesis,Z6,Mare,Alice Blue,The Banana Stand,4,26,0.4230769230769231,0.23076923076923078,8.130502283105022,43
43,10340,Hang Fire,Buterin,genesis,Z10,Mare,Banana Mania,Stable Image,4,70,0.35714285714285715,0.2,9.200752212389386,44
44,14119,Mumma Said Knock You Out,Buterin,genesis,Z10,Colt,Chrome Yellow,Zerga Farms,4,186,0.3279569892473118,0.15053763440860216,10.697009345794394,45
45,18908,Star Sniper,Buterin,exclusive,Z19,Filly,Antique White,king of h☰arts z☰dstock,4,18,0.4444444444444444,0.2222222222222222,9.746315789473684,46
46,17886,Samantha Slim,Szabo,legendary,Z6,Filly,English Vermillion,Terlingua Stud Farm,4,84,0.34523809523809523,0.16666666666666666,9.008295454545456,47
47,12442,Wager On This NFT,Buterin,genesis,Z9,Mare,Copper Penny,Minotauro Racing,4,90,0.3333333333333333,0.18888888888888888,8.794103585657371,48
48,11703,Passion To Win,Buterin,genesis,Z10,Filly,China Pink,Squints Stables 🤓,4,31,0.45161290322580644,0.1935483870967742,10.883313953488367,49
49,16373,Saint Joe Strummer,Finney,legendary,Z10,Colt,Bleu De France,Queen City Stable,4,11,0.5454545454545454,0.18181818181818182,13.163333333333334,50
50,13960,Rebel Forever,Finney,genesis,Z6,Colt,Colombo Spice,Don Kee Ho Tay,4,176,0.2897727272727273,0.11931818181818182,11.340518867924528,51
51,17518,blacksheep,Buterin,exclusive,Z20,Mare,Dark Byzantium,Triple Bogey Ranch,4,147,0.3401360544217687,0.1360544217687075,8.438445945945942,52
52,15801,Man o' War,Buterin,legendary,Z10,Colt,Brown Sugar,Sleipnir Racing,4,57,0.3508771929824561,0.19298245614035087,9.584237288135594,53
53,15233,All Gas No Brakes,Buterin,legendary,Z16,Filly,Cosmic Latte,Extended Warranty Stable,4,121,0.30578512396694213,0.17355371900826447,10.566518518518524,54
54,7245,Bugs Bunny,Buterin,elite,Z24,Filly,Cinereous,⇜ÐΛ℟₭ F҉ Ï℟€ Λ₵℟€Ꮥ⇝,4,23,0.43478260869565216,0.21739130434782608,9.30094801223242,55
55,12493,Understanding Distance,Finney,genesis,Z6,Colt,Chartreuse,Kuda Racing,4,10,0.3,0.3,8.555909090909092,56
56,16448,Enemy Unknown,Finney,legendary,Z14,Filly,Coyote Brown,Avillan Stud,4,118,0.3305084745762712,0.1440677966101695,8.635403225806456,57
57,14139,Move The Dial,Buterin,genesis,Z10,Mare,Cosmic Latte,BLAKESHOW,4,188,0.2712765957446808,0.14893617021276595,10.18733333333333,58
58,18650,A Saucerful Of Secrets,Nakamoto,cross,Z11,Mare,Rosy Brown,Eclipse Racing,4,129,0.34108527131782945,0.13178294573643412,10.31546153846154,59
59,14782,Fashion Parade,Buterin,genesis,Z8,Mare,Absolute Zero,Old Bloke Racing,4,148,0.3108108108108108,0.14189189189189189,9.411111111111108,60
60,18895,Sour Patch Kid,Szabo,exclusive,Z11,Mare,Cerulean Frost,Michael Scott Horse Co.,4,120,0.3333333333333333,0.15833333333333333,9.70425196850394,61
61,15821,Chomping At The Bitcoin,Finney,legendary,Z10,Mare,Cosmic Latte,Zombie Racing ~☠️~,4,104,0.34615384615384615,0.1346153846153846,8.952844036697249,62
62,15900,Leo's Chance,Buterin,legendary,Z14,Mare,Fawn,Zombie Racing ~☠️~,4,14,0.2857142857142857,0.2857142857142857,11.207999999999998,63
63,11453,Toshiro,Nakamoto,exclusive,Z6,Stallion,Stronghold Ivory,Soul Society,4,59,0.3389830508474576,0.1864406779661017,8.713459302325582,64
64,16450,Snake Plissken,Finney,legendary,Z10,Colt,Brown Sugar,king of h☰arts z☰dstock,4,20,0.5,0.15,14.965714285714288,65
65,9522,Ace High,Szabo,elite,Z8,Stallion,Bondi Blue,Deszis Dream,4,41,0.3902439024390244,0.17073170731707318,9.02306406685237,66
66,18282,Queen Latifah,Finney,exclusive,Z17,Mare,Antique Brass,themariokarters,4,20,0.5,0.15,9.21391304347826,67
67,16996,WMD,Finney,elite,Z22,Mare,Royal Blue,710 Toro,4,92,0.31521739130434784,0.14130434782608695,12.22510638297873,68
68,10525,Fox Smolder,Buterin,genesis,Z9,Filly,Antique Brass,Retro Town Ranch,4,21,0.42857142857142855,0.19047619047619047,8.111992882562278,69
69,18173,Obama,Buterin,legendary,Z15,Mare,Anti-Flash White,Don Gallop,4,70,0.34285714285714286,0.17142857142857143,9.061733333333333,70
70,17433,Ride The Wave,Buterin,legendary,Z19,Filly,Coral Wave,Michael Scott Horse Co.,4,45,0.35555555555555557,0.2,9.160535714285716,71
71,15155,Peach For Hours,Finney,genesis,Z7,Mare,Bondi Blue,Diamond Hands,4,104,0.3269230769230769,0.15384615384615385,9.619724770642202,72
72,16427,Razorback,Buterin,legendary,Z20,Colt,Firebrick,WPS,4,108,0.3148148148148148,0.1388888888888889,9.926829268292684,73
73,13746,Change Locations,Finney,genesis,Z6,Colt,Fandango,Pumpernickel Ponies,4,58,0.41379310344827586,0.13793103448275862,11.961363636363636,74
74,17037,Winter Is Coming,Finney,exclusive,Z19,Colt,Byzantine,Forever Racing,4,87,0.3333333333333333,0.16091954022988506,9.380561797752808,75
75,15910,YETI COOLER,Buterin,legendary,Z12,Colt,Cosmic Latte,Ryanscard,4,128,0.296875,0.125,12.126148148148147,76
76,18700,The White Walker,Buterin,legendary,Z18,Stallion,Antique White,Zombie Racing ~☠️~,4,35,0.4,0.17142857142857143,10.657749999999998,77
77,15068,Top Shot This,Buterin,genesis,Z10,Mare,Midnight Black,Krhft Trading Co,4,28,0.39285714285714285,0.17857142857142858,12.340689655172415,78
78,3439,Refined Excitement,Finney,genesis,Z7,Colt,Cosmic Latte,Kaizen Stables,4,79,0.3670886075949367,0.11392405063291139,8.513983050847457,79
79,19235,Rutherford the Brave,Buterin,exclusive,Z19,Colt,Feldgrau,Prussia Stables,4,132,0.30303030303030304,0.13636363636363635,10.505289855072466,80
80,18940,Treacle,Finney,exclusive,Z13,Colt,Midnight Black,BitPlea$e,4,11,0.45454545454545453,0.18181818181818182,12.141666666666667,81
81,11449,Real Fancy,Buterin,genesis,Z8,Filly,Coyote Brown,Supreme Display of Talent,4,122,0.3442622950819672,0.13934426229508196,10.096114649681526,82
82,11096,Score Big,Buterin,genesis,Z10,Colt,Amethyst,Fresh Coast Racing,4,11,0.45454545454545453,0.18181818181818182,8.694271844660188,83
83,11617,Delta Rose,Buterin,genesis,Z9,Mare,Burnt Umber,Maloo Stables,4,39,0.3333333333333333,0.1794871794871795,11.318522727272729,84
84,17975,Umbric,Finney,exclusive,Z9,Mare,Burnt Umber,🤠airmax racing🤠,4,127,0.31496062992125984,0.11023622047244094,9.316999999999995,85
85,11568,Optima Petamus,Buterin,genesis,Z10,Colt,Suave Mauve,NFT_Collective Racing,4,16,0.4375,0.1875,9.458000000000002,86
86,2431,Excited Prince,Finney,genesis,Z5,Colt,Rosy Brown,♦️Poseidon Racing♦️,4,86,0.26744186046511625,0.1744186046511628,8.2953488372093,87
87,12604,Antivirus Hardware,Finney,genesis,Z6,Stallion,Sir Aquamarine,Welchys Power Ponys 🏆🥇,4,67,0.3880597014925373,0.13432835820895522,8.96225,88
88,15094,Heart Felt Edition,Buterin,genesis,Z8,Stallion,Cornsilk,Neftochimik,4,14,0.35714285714285715,0.21428571428571427,11.839375,89
89,18990,Oprah Winfrey,Buterin,legendary,Z20,Mare,Cinnamon Satin,Diamond Hill,4,99,0.3434343434343434,0.12121212121212122,10.966619718309857,90
90,16352,Ozymandias,Buterin,exclusive,Z12,Colt,Electric Violet,Rolls Royce Racing,4,80,0.375,0.1375,7.739999999999999,91
91,17836,Avaland Bloom,Buterin,elite,Z22,Mare,Cinereous,Dakato Stables,4,67,0.34328358208955223,0.14925373134328357,9.493000000000004,92
92,10288,Penny Lane,Buterin,legendary,Z15,Mare,Burlywood,Helm's Deep,4,44,0.36363636363636365,0.1590909090909091,8.743351351351356,93
93,14890,Cool Dynamite,Buterin,genesis,Z10,Filly,Baker-Miller Pink,Chucks Racing,4,59,0.423728813559322,0.11864406779661017,10.942000000000002,94
94,15389,Taffy Lee Fubbins,Buterin,legendary,Z18,Mare,Coral Wave,Fenton's Stables & Ranch,4,76,0.3026315789473684,0.14473684210526316,9.591309523809523,95
95,11058,Firth Avenue,Finney,genesis,Z7,Mare,English Vermillion,Generational Horses,4,19,0.42105263157894735,0.15789473684210525,8.222686084142396,96
96,11103,Cocktail Dreams,Buterin,genesis,Z10,Filly,Byzantine,Neftochimik,4,78,0.32051282051282054,0.15384615384615385,11.37815789473684,97
97,13854,Treasures Ours,Finney,genesis,Z6,Filly,Fuzzy Wuzzy,panther's stacked stable,4,59,0.3220338983050847,0.1694915254237288,8.367794117647056,98
98,8295,Cadet Amoralis,Szabo,legendary,Z7,Stallion,Cadet Blue,🐎SeaBiscuit|Racing🐎,4,82,0.3048780487804878,0.14634146341463414,8.044329896907216,99
99,10361,Real Bonafide,Buterin,genesis,Z10,Mare,Antique Brass,Aloha Racing,4,95,0.3157894736842105,0.11578947368421053,8.439461538461531,100
100,15881,Trippie Redd,Buterin,legendary,Z14,Filly,Crimson Tide,⏰ @WenPonyRacing ⏰,4,58,0.43103448275862066,0.10344827586206896,8.341875000000002,101
101,19501,Toph,Buterin,exclusive,Z22,Colt,Sienna,Munch Racing,4,108,0.3055555555555556,0.14814814814814814,9.635343511450381,102
102,16356,Mark Zuckerberg,Finney,legendary,Z10,Filly,Cerulean Frost,Wednesday Night Stables,4,80,0.3125,0.1625,9.996190476190478,103
103,14562,Stick Up Kid,Buterin,genesis,Z8,Filly,Cinereous,Stay4Glue,4,135,0.2740740740740741,0.11851851851851852,13.96264705882353,104
104,14083,Forceful Appeal,Buterin,genesis,Z8,Filly,Antique White,Zerga Farms,4,94,0.2978723404255319,0.13829787234042554,11.421730769230768,105
105,6246,Grayson2,Finney,legendary,Z14,Colt,Slate Gray,🐎SeaBiscuit|StudFarm🐎,4,101,0.297029702970297,0.13861386138613863,11.604509803921568,106
106,17910,Absolute Blue,Buterin,exclusive,Z25,Mare,Absolute Zero,Gators Hoes,4,10,0.6,0.1,8.581666666666667,107
107,10574,Boom Time,Buterin,genesis,Z10,Mare,Coyote Brown,Well Equipped,4,59,0.3559322033898305,0.11864406779661017,10.77587525150905,108
108,8585,mirror jnr,Buterin,legendary,Z9,Stallion,Big Dip O’Ruby,Red Hook Rye Racing,4,74,0.33783783783783783,0.13513513513513514,8.589957627118645,109
109,17245,Embrace the Variance,Buterin,exclusive,Z30,Filly,Baker-Miller Pink,Poseys Palisades,4,90,0.3111111111111111,0.13333333333333333,9.610543478260873,110
110,10603,Written Splendour,Buterin,genesis,Z10,Mare,Cotton Candy,Jardy's Stable,4,44,0.3409090909090909,0.1590909090909091,13.15488888888889,111
111,5428,MarMar,Buterin,cross,Z19,Mare,Cinnabar,NFT_Collective Racing,4,38,0.3684210526315789,0.15789473684210525,9.736666666666666,112
112,16416,Reba Jam,Finney,legendary,Z13,Colt,Buff Gold,😎 PHISH's  FINNEY FARM,4,12,0.25,0.25,8.842307692307692,113
113,16476,Argo,Buterin,legendary,Z11,Filly,Buff Gold,Henry's Horses,4,129,0.3178294573643411,0.12403100775193798,9.643399999999996,114
114,14882,Regal Counsel,Buterin,genesis,Z10,Stallion,Mystic Maroon,Forever Racing,4,69,0.34782608695652173,0.11594202898550725,11.154084507042258,115
115,15993,Selena Gomez,Buterin,legendary,Z11,Filly,Burlywood,Juiced32,4,27,0.4074074074074074,0.14814814814814814,9.789333333333333,116
116,6675,Capri,Nakamoto,exclusive,Z3,Mare,Battle Horse Gray,Bustard Road Racing,4,103,0.27184466019417475,0.13592233009708737,8.783741935483867,117
117,15694,Gun For Hire,Nakamoto,elite,Z9,Colt,Pale Violet,Murphy's Law Farms,4,66,0.3333333333333333,0.09090909090909091,9.22313432835821,118
118,7360,Halo,Buterin,genesis,Z10,Mare,Sienna,Backyard Stables,4,61,0.36065573770491804,0.11475409836065574,9.621833333333342,119
119,12872,Fly Solo,Buterin,genesis,Z9,Colt,Oval Orchid,Shadowmere Stables,4,80,0.3125,0.1375,9.420499999999997,120
120,16692,Neurogenesis,Buterin,legendary,Z14,Colt,Pale Violet,TNT Racing,4,12,0.25,0.25,8.225428571428573,121
121,15858,Two of Two,Finney,legendary,Z11,Filly,Air Superiority Blue,Four Legs,4,15,0.4666666666666667,0.13333333333333333,11.321764705882352,122
122,16308,On The Bubbles,Buterin,elite,Z21,Colt,Alizarin Crimson,Catch Me Ridin' Derby,4,94,0.3404255319148936,0.1276595744680851,10.497413793103451,123
123,11403,Hey Jude,Nakamoto,exclusive,Z5,Mare,Fawn,Helm's Deep,4,33,0.30303030303030304,0.18181818181818182,7.419931506849323,124
124,18993,Baby Jesus,Buterin,elite,Z28,Colt,Stronghold Ivory,FTown Stables,4,55,0.32727272727272727,0.16363636363636364,10.323205128205126,125
125,8402,Je s'appelle Groot,Nakamoto,legendary,Z4,Colt,Rosy Brown,Qwest Racing Unlimited,4,136,0.27941176470588236,0.1323529411764706,9.226785714285713,126
126,16730,Simba,Nakamoto,cross,Z12,Mare,Buff Gold,Blizzes Table Stable,4,46,0.2826086956521739,0.17391304347826086,12.2148,127
127,17171,Ctan's Chong Revenge,Buterin,elite,Z21,Colt,Anti-Flash White,Financially UnStable,4,11,0.36363636363636365,0.18181818181818182,10.798333333333334,128
128,17579,I Own This,Finney,legendary,Z12,Filly,Deep Taupe,NFT Racing,4,72,0.3333333333333333,0.125,11.392,129
129,8271,Black Pearl,Finney,legendary,Z8,Mare,Midnight Black,Mateo Racing LLC,4,89,0.3258426966292135,0.10112359550561797,11.555500000000004,130
130,15278,Christmas Boy,Buterin,legendary,Z20,Filly,Desert Sand,Krhft Trading Co,4,25,0.28,0.2,9.58222222222222,131
131,15828,Sovereign Edge,Buterin,legendary,Z14,Filly,Alizarin Crimson,Stable Image,4,50,0.4,0.1,10.441090909090914,132
132,14397,Spare Change,Buterin,genesis,Z8,Mare,Egyptian Blue,Terlingua Stud Farm,4,102,0.30392156862745096,0.08823529411764706,10.016037735849057,133
133,12990,Arcade Dream Machine,Buterin,genesis,Z10,Mare,Dark Byzantium,The Dream Machine,4,60,0.3333333333333333,0.11666666666666667,13.130457516339874,134
134,14297,Real Good,Buterin,genesis,Z10,Stallion,Buff Gold,Krhft Trading Co,4,11,0.36363636363636365,0.18181818181818182,20.610714285714288,135
135,14087,21 Again,Buterin,genesis,Z10,Mare,Byzantine,Cayre Racing,4,70,0.3,0.11428571428571428,9.8087323943662,136
136,18530,Dawn Run,Szabo,exclusive,Z10,Stallion,Amethyst,BldSwtTrs,4,75,0.30666666666666664,0.13333333333333333,10.190804597701153,137
137,17091,Booty Buster,Szabo,exclusive,Z13,Mare,English Vermillion,Steppe Stable,4,42,0.35714285714285715,0.14285714285714285,9.847916666666665,138
138,14658,Borat,Buterin,genesis,Z9,Colt,Taupe,Shakedown Street,4,25,0.28,0.2,7.311666666666666,139
139,10395,Perfect Weapon,Buterin,genesis,Z10,Stallion,Celestial Blue,Stylebender Stables,4,62,0.2903225806451613,0.14516129032258066,9.26563909774436,140
140,10281,Typhon Breeze,Buterin,genesis,Z10,Mare,Café Au Lait,The Ones,4,63,0.31746031746031744,0.14285714285714285,8.229538461538464,141
141,18738,Kingslater,Buterin,elite,Z23,Colt,Slate Gray,Abel's Stable,4,22,0.4090909090909091,0.13636363636363635,10.655833333333332,142
142,15555,Chairman Mao,Finney,exclusive,Z15,Colt,Burnt Umber,UnStable Brothers Racing,4,115,0.30434782608695654,0.13043478260869565,11.532380952380944,143
143,15807,One Trick Pony,Finney,legendary,Z10,Filly,Powder Blue,Monday Morning Ranch,4,55,0.32727272727272727,0.14545454545454545,10.672686567164174,144
144,14632,Alaris,Buterin,genesis,Z8,Colt,White Smoke,The Pony Express,4,40,0.35,0.125,11.202619047619047,145
145,17354,Petit Filet,Finney,elite,Z19,Mare,Dark Byzantium,Opulent Pastures,4,199,0.2864321608040201,0.07537688442211055,12.288762376237623,146
146,17230,Spartan Protocol,Buterin,legendary,Z13,Filly,English Vermillion,Griff's Gallops,4,37,0.2972972972972973,0.16216216216216217,9.524615384615386,147
147,18204,Cancel Culture,Finney,elite,Z25,Filly,Desert Sand,Michael Scott Horse Co.,4,91,0.31868131868131866,0.10989010989010989,9.630576923076923,148
148,8844,Mami Rica,Buterin,exclusive,Z17,Filly,Cyclamen,Weak Sauce Ranch,4,14,0.42857142857142855,0.14285714285714285,11.812089552238815,149
149,11190,Electrodes,Finney,genesis,Z6,Colt,Burnt Sienna,The BBW Harem.,4,124,0.27419354838709675,0.08870967741935484,9.606308411214957,150
150,14886,The Golden Line,Buterin,genesis,Z10,Filly,Taupe,Golden Carrots,4,10,0.5,0.1,10.520833333333334,151
151,12776,Tanzeel,Buterin,genesis,Z9,Stallion,Amethyst,Shady Lane Stables,4,84,0.2857142857142857,0.13095238095238096,10.585999999999999,152
152,10162,Final Impulse,Buterin,genesis,Z10,Mare,Dark Moss,Papa G Stables,4,21,0.38095238095238093,0.14285714285714285,14.116405693950174,153
153,15977,Banner,Buterin,exclusive,Z18,Filly,Cotton Candy,Tranquility Ranch,4,37,0.32432432432432434,0.16216216216216217,12.13725,154
154,8200,Rey Skywalker,Nakamoto,exclusive,Z5,Mare,Electric Violet,⚡️Engel Racing ⚡️,4,45,0.3111111111111111,0.15555555555555556,10.941250000000005,155
155,14725,American Odyssey,Buterin,genesis,Z8,Mare,Dark Moss,StallionSteve,4,23,0.391304347826087,0.13043478260869565,8.970833333333333,156
156,16987,Rice Krispies,Buterin,exclusive,Z12,Mare,Shadow Fighter,Sammy's Saloon,4,32,0.3125,0.15625,18.412,157
157,13922,Cautionary Tale,Finney,genesis,Z6,Colt,Eminence,Supreme Theramoe,4,16,0.3125,0.1875,12.615757575757577,158
158,12273,Cosmo Midnight,Buterin,genesis,Z10,Mare,Arylide Yellow,Ladywell Stud,4,37,0.32432432432432434,0.13513513513513514,10.089459459459459,159
159,16480,Long Way From Home,Finney,exclusive,Z12,Mare,Buff Gold,May I Have Another One?,4,117,0.3076923076923077,0.08547008547008547,10.310161290322586,160
160,11039,Positive Thoughts,Buterin,genesis,Z10,Mare,Feldgrau,[ZMU] Nox,4,95,0.29473684210526313,0.09473684210526316,11.280531561461787,161
161,4089,John Biscuit,Buterin,genesis,Z9,Colt,Caribbean Green,Mista Chow’s Wagons,4,50,0.36,0.12,11.50171717171717,162
162,4805,Honour Your Offer,Buterin,genesis,Z10,Mare,Stronghold Ivory,EL RANCHO,4,13,0.38461538461538464,0.15384615384615385,12.707872340425533,163
163,18438,Princess Nakamoto,Szabo,legendary,Z8,Filly,Misty Rose,Kaizen Stables,4,33,0.24242424242424243,0.18181818181818182,9.788235294117646,164
164,11662,Eminent Shadow,Buterin,genesis,Z10,Colt,Big Dip O’Ruby,Shady Lane Stables,4,24,0.2916666666666667,0.16666666666666666,13.004814814814816,165
165,14054,Back To Cali,Buterin,genesis,Z9,Stallion,Feldgrau,The Ones,4,35,0.37142857142857144,0.11428571428571428,9.824358974358974,166
166,17798,Slippery When Wet,Buterin,exclusive,Z10,Filly,Azure,Brooklyn Breeders,4,31,0.41935483870967744,0.0967741935483871,8.139347826086956,167
167,14500,Background Check,Buterin,genesis,Z10,Filly,Battle Horse Gray,Sugar Creek Racing,4,25,0.4,0.12,13.147631578947365,168
168,17367,Prince Harry,Szabo,elite,Z13,Stallion,Colombo Spice,The Consortium,4,12,0.3333333333333333,0.16666666666666666,19.555999999999997,169
169,14856,Hunk of Spunk,Buterin,genesis,Z10,Colt,Air Superiority Blue,Red Slate Racing,4,194,0.26288659793814434,0.07731958762886598,11.133276595744686,170
170,19056,Your Crazy Aunt,Nakamoto,cross,Z18,Filly,Antique Brass,Diamond Hands,4,57,0.2982456140350877,0.14035087719298245,10.298064516129033,171
171,10686,Balenciaga,Szabo,exclusive,Z10,Mare,Arctic Snow,Crab Cakes,4,30,0.36666666666666664,0.13333333333333333,9.617967914438506,172
172,7622,Pink Aloe Vera,Nakamoto,elite,Z8,Mare,Cinnamon Satin,Fibonacci,4,12,0.3333333333333333,0.16666666666666666,13.324615384615386,173
173,14037,Caprice,Buterin,genesis,Z9,Mare,Dark Lava,Crash Racing,4,80,0.3125,0.0875,10.669259259259256,174
174,14267,Quintessa,Buterin,genesis,Z8,Mare,Electric Violet,The Mint Condition,4,73,0.2876712328767123,0.1095890410958904,11.330135135135134,175
175,13809,The Contagious,Finney,genesis,Z7,Colt,Colombo Spice,Slam Diego Stables,4,42,0.2857142857142857,0.14285714285714285,9.782045454545454,176
176,8930,Terminal Velocity,Buterin,genesis,Z10,Mare,Alice Blue,Spiltan,4,50,0.28,0.14,10.829729729729733,177
177,15780,Flea Flicker,Buterin,cross,Z24,Filly,Mystic Maroon,Triple Bogey Ranch,4,25,0.48,0.08,8.728461538461538,178
178,17880,Ding Dong Gone,Buterin,legendary,Z13,Colt,Space Sparkle,Spur of the Moment,4,27,0.4074074074074074,0.1111111111111111,9.380666666666666,179
179,18943,Trailor Swift,Buterin,legendary,Z19,Filly,Pale Violet,Gunner Stables,4,46,0.30434782608695654,0.13043478260869565,10.02320754716981,180
